Dog_Name,Dog_Breed,Neighborhood
Sadie,Jack Russell Terrier,Neighborhood Nine
Sadie,Terrier,North Cambridge
Sadie,Terrier,North Cambridge
Sadie,Vizsla,East Cambridge
Sadie,Golden Retriever,Riverside
Sadie,Tibetan Spaniel,East Cambridge
Sadie,Catahoula,Agassiz
Sadie,Labrador Retriever,West Cambridge
Sadie,Labrador Retriever Mix,North Cambridge
Sadie Mae,Black Lab/Border Collie,North Cambridge
Saela,Icelandic Sheepdog,Neighborhood Nine
Saffron,,East Cambridge
Saffron,Shih Tzu,Neighborhood Nine
Saga,Great Dane,Neighborhood Nine
Sage,Foxhound,North Cambridge
Sage,Belgian Sheepdog,Strawberry Hill
Sahara,Labrador Retriever,West Cambridge
Sahsha,TERRIER,Cambridgeport
Sailor,Italian Greyhould,Mid-Cambridge
Saint,Doberman,East Cambridge
Saki,Portugese Water Dog,Strawberry Hill
Sal,Greyhound,North Cambridge
Sally,Jack Russell /Chihuahua,Strawberry Hill
Sally,Golden Retriever,The Port
Sally,German Shepherd,North Cambridge
Sally,Hound,West Cambridge
Sally,Terrier,West Cambridge
Sally,Labrador Retriever,West Cambridge
Sally,Labrador Retriever,Cambridgeport
Salu,Border Colie Mix,North Cambridge
Sam,Jack Russel Terrier,The Port
Sam,Toy Poodle,Neighborhood Nine
Sam,German Shepherd,Mid-Cambridge
Sam,Shih Tzu,East Cambridge
Sam,Schnauzer,The Port
Sam,Collie,Neighborhood Nine
Sam,Puggle,North Cambridge
Sam,Labrador Retriever,West Cambridge
Sam,Dachshund,Neighborhood Nine
Sam,Border Collie,Cambridgeport
Sam,Miniature Dachshund,North Cambridge
Sam,Hound Mix,Cambridgeport
Sam,Puggle,Mid-Cambridge
Sam,Lab Ret,Agassiz
Samantha,Golden Retriever,East Cambridge
Samantha,Shiba Inu,Agassiz
Samba (Papaya),BLACK LAB/HOUND,The Port
Sam Frattini,Labrabor,Neighborhood Nine
Sami,Australian Terrier,Mid-Cambridge
Sammi,German Shepherd,Wellington-Harrington
Sammie,Cavapoo,Wellington-Harrington
Sammie,Cockerpoo,Mid-Cambridge
Sammy,Labrador Retriever,Cambridgeport
Sammy,Shiba Inu,East Cambridge
Sammy,Mix,West Cambridge
Sammy,Shiba Inu,East Cambridge
Sammy,Gold Retriever,North Cambridge
Sammy,Golden Retriever,North Cambridge
Sammy,Shih Tzu,Riverside
Sammy,Miniature Poodle,Neighborhood Nine
Sammy,West High.Terr.,Cambridgeport
Sammy,Australian Shepherd,Mid-Cambridge
Sammy Ballester,Labrador Retriever,Cambridgeport
Sammy Bartsch,Cattledog Mix,Mid-Cambridge
Sammy Cinelli,Beagle Mix,Mid-Cambridge
Sampson,Lhasa Apso,East Cambridge
Samson,Coton De Tulear,West Cambridge
Samson,Maltese,Neighborhood Nine
Samson,Rat Terrier Mix,Strawberry Hill
Samson,Miniature Pinscher,Mid-Cambridge
Samson,Labraddoodle,Riverside
Samuel L. Jackson,Boxer,North Cambridge
Sancho,Poodle Mix,Mid-Cambridge
Sancho Panza,Miniature Poodle Mix,Mid-Cambridge
Sandy,Basenji Mix,East Cambridge
Sandy,Rat Terrier,North Cambridge
Sandy,Wheaten Terrier,Agassiz
Sandy,Cairn Terr,Neighborhood Nine
Sandy,Shih Tzu,West Cambridge
Sandy Mae,Cocker Spaniel,Wellington-Harrington
Sani,Soft Coated Wheaten Terrier,Cambridgeport
Sanibel,English Golden Retriever,North Cambridge
Santana,Cavalier King Charles Mix,Wellington-Harrington
Santana,Poodle Mix,Wellington-Harrington
Santiago,Yorkshire Terrier,North Cambridge
Santiago Vargas Sosa,Yorkshire Terrier,North Cambridge
Sasha,Golden Retriever,North Cambridge
Sasha,Mix,Riverside
Sasha,Bichon Frise,West Cambridge
Sasha,Labrador Retriever Mix,The Port
Sasha,Labrador Retriever,Strawberry Hill
Sasha,Border Collie,North Cambridge
Sasha,Siberian Husky,West Cambridge
Sasha,Labradoddle,North Cambridge
Sasha,Ger Shep Mix,North Cambridge
Sasha,Jack Russell Terrier Mix,The Port
Sassy,Border Collie,Cambridgeport
Sassy,Cava Poo,North Cambridge
Satch,Australian Shepherd,Agassiz
Savannah,American Eskimo,Cambridgeport
Sawyer,Lab / Shep,Mid-Cambridge
Sawyer,Shepherd Mix,Cambridgeport
Sawyer,German Shepherd,Cambridgeport
Sawyer,Border Collie,Mid-Cambridge
Saylo,Jack Russell Terrier,Strawberry Hill
Saylor,Golden Retriever,Cambridgeport
Scamp,Cocker Spaniel,East Cambridge
Scamper,Cockerpoo,West Cambridge
Scarla,Lab Mix,Mid-Cambridge
Scarlet,Bernese Mountain Dog,East Cambridge
Scarlett,Treeing Coonhound,North Cambridge
Scarlette,Miniature Dachshund,Neighborhood Nine
Schnapps,Schnauzer,Neighborhood Nine
Schnapps,Schnauzer Mix,Neighborhood Nine
Schooner,Labrador Ret Mix,North Cambridge
Scissors,Heeler /Mix,Area 2/MIT
Scooby,Australian Shep Mix,Agassiz
Scooby,Cavapoo,North Cambridge
Scooter,Beagle,Mid-Cambridge
Scooter,Poodle,Neighborhood Nine
Scooter Chernisky,Boston Terrier,Cambridge Highlands
Scottie,Chihuahua,West Cambridge
Scottie Boss,Chihuahua Mix,West Cambridge
Scout,Border Collie,Cambridge Highlands
Scout,Labradoddle,Cambridgeport
Scout,Labrador Retriever,Mid-Cambridge
Scout,Australian Shepherd,Mid-Cambridge
Scout,Corgi,East Cambridge
Scout,Lagotto Romagnolo,West Cambridge
Scout,Havanese,West Cambridge
Scout,Cockapoo,Agassiz
Scout,German Shepherd,North Cambridge
Scout,Labrador Retriever,West Cambridge
Scout,Golden Retriever,East Cambridge
Scout,Beagle,North Cambridge
Scout,Golden Retriever,East Cambridge
Scout,Terrier,Cambridgeport
Scout,Labradoddle,West Cambridge
Scout,Bernese Mountain Dog,North Cambridge
Scout,German Shepherd,Cambridge Highlands
Scout,Min Pin / Rat Terr.,Cambridgeport
Scout,Cockapoo,Riverside
Scout,Border Collie,Neighborhood Nine
Scout,Labrador Retriever Mix,Cambridgeport
Scout,Labrador Retriever,West Cambridge
Scrambles,HAVANESE,East Cambridge
Scrappy,Dachshund Mix,Wellington-Harrington
Scrappy,Terrier,Wellington-Harrington
Scratch,Cocker Spaniel,Neighborhood Nine
Scrawny,Shih Tzu,Area 2/MIT
Scruffy,Bedlington Terr,West Cambridge
Scruffy,Lhasa Apso Mix,North Cambridge
Seamus,Low Chen,North Cambridge
Sebastian,Miniature Poodle,East Cambridge
Sebastian,Cavalier King Charles Spaniel,Neighborhood Nine
Sebastian,Cocker Spaniel,Cambridgeport
Sebastian,Lhasa Apso,Cambridgeport
Seby,Pomeranian,West Cambridge
Sen,Lab Mix,Neighborhood Nine
Seneca,Blue Heeler Mix,Mid-Cambridge
Sengie,Labradoddle,West Cambridge
Sequoia,German Shepherd,Neighborhood Nine
Sequoia,Hound,Mid-Cambridge
Sequoia,German Sheherd,Neighborhood Nine
Sequoia,German Shepherd,Neighborhood Nine
Sera,Border Collie,Neighborhood Nine
Serafina,Plott Hound,Neighborhood Nine
Serafina,Plott Hound,Wellington-Harrington
Seva,Vizla Mix,West Cambridge
Seven,Beagle,North Cambridge
Severus Snape,Shiba Inu,Neighborhood Nine
Shadow,Mix,Cambridgeport
Shadow,German Shepherd,East Cambridge
Shadow,Hovawart,Neighborhood Nine
Shadow,Papillon,East Cambridge
Shadow,English Lab Retr.,West Cambridge
Shadow,Labrador Retriever,East Cambridge
Shadow,Australian Shepherd,Agassiz
Shadow,Labrador Retriever,Mid-Cambridge
Shadow,Golden Retriever,West Cambridge
Shadow,German Shepherd,Cambridge Highlands
Shadow,German Shepherd,Wellington-Harrington
Shadow,Shih Tzu,Wellington-Harrington
Shadow,Labrador Retriever,The Port
Shadow,Lab/Shep,Cambridgeport
Shadow,Lab / Shep,Mid-Cambridge
Shady,Labrador Retriever,Mid-Cambridge
Shaggy,Cavapoo,North Cambridge
Shaggy,Cocka-Poo,Neighborhood Nine
Shaka,Poodle,North Cambridge
Shakedown,Shih Tzu Mix,Cambridgeport
Shakira,Labrador Retriever Mix,North Cambridge
Shanti,Pit Bull,Neighborhood Nine
Shanti,Poodle,Cambridgeport
Shasta,Shih Poo,NA
Shawn,Pekingese,West Cambridge
Shawna,Shep,North Cambridge
Shayla,Shih Tzu,Strawberry Hill
Shayla,Labradoddle,West Cambridge
Shea,Springer Spaniel,North Cambridge
Shea,Pit Bull,Wellington-Harrington
Sheba,Shiba Inu,Cambridgeport
Sheena,English Bulldog,West Cambridge
Shefa,Labradoodle,Neighborhood Nine
Sheika,Poodle,North Cambridge
Sheila,Labradoodle,West Cambridge
Shelby,German Shepherd Mix,Riverside
Shelby,German Shepherd,West Cambridge
Shelby,Polish Lowland Sheepdog,West Cambridge
Sheldon,Chihuahua,West Cambridge
Shelly,Mini Aussie Shepherd,Strawberry Hill
Shemish Molly,Mix - Small Breed,Neighborhood Nine
Sherlock,Labrador Retriever,North Cambridge
Sherlock,Bernese Mountain Dog,North Cambridge
Sherry,Labrador Retriever,West Cambridge
Shiloh,Belgian Shepherd,West Cambridge
Shiloh,Beagle,Neighborhood Nine
Shirley,Dachschund Mix,Strawberry Hill
Shirley,Terrier,Cambridgeport
Shiva,Pit Bull,Riverside
Showie,Bichon Frise,The Port
Shuba,German Shepherd,North Cambridge
Shyla,Beagle,Mid-Cambridge
Sibley,Labradoodle,Neighborhood Nine
Sidney Canela,MINIATURE POODLE,Cambridgeport
Sierra,Labrador Retriever,West Cambridge
Siggi,Weimaramer,Neighborhood Nine
Sigi,Golden Doodle,Strawberry Hill
Silas,Golden Doodle,Cambridgeport
Silas,Labrador Retriever,Strawberry Hill
Silver,Golden Doodle,Agassiz
Silvia,Shep,Mid-Cambridge
Simba,Yorkie Poo,East Cambridge
Simba,Australian Cattle Dog Mix,North Cambridge
Simba,Lab Retriever Mix,North Cambridge
Simba,Labrador Retriever,Cambridge Highlands
Simon,Miniature Dachshund,Mid-Cambridge
Simon,German Shepherd,East Cambridge
Simon,Labrador Retriever,Riverside
Sinbad,Mix,Cambridgeport
Sinjin,Soft Coated Wheaten Terrier,East Cambridge
Siobhan,Border Collie,Mid-Cambridge
Siren,Cavapoo,North Cambridge
Sirius,Labrador Retriever,Cambridgeport
Sisu,Yorkie Poo,Agassiz
S.K.,Greyhound,Neighborhood Nine
Skeeter,Chihuahua Mix,North Cambridge
Skid,MINIATURE PINSCHER,The Port
Skip,Australian Cattle Dog,Riverside
Skipper,Bichon Frise,East Cambridge
Skippy,Schipperke,Mid-Cambridge
Skippy,Cockerpoo,West Cambridge
Skittles,Australian Shepherd,Riverside
Skittles,Coton De Tulear,Wellington-Harrington
Sky,Yorksire Terrier,The Port
Sky,English Springer Spaniel,Riverside
Sky,Aust Shepard,Mid-Cambridge
Sky,Australian Shepherd,East Cambridge
Skye,Pit Bull,West Cambridge
Skye,Irish Wolfhould,East Cambridge
Skye,Italian Greyhould,Cambridgeport
Skye,Golden Retriever,North Cambridge
Skye,Austrailian Shep Mix,Cambridgeport
Skye,Standard Poodle,North Cambridge
Skylar,Golden Retriever,Mid-Cambridge
Skyler,Lab Mix,Cambridgeport
Skyler,Labrador Retriever,Cambridgeport
Skyler,Labrador Retriever,East Cambridge
Skywalker,,Riverside
Slurpy,Tibetan Terrier,Mid-Cambridge
Smokey,Shetland Sheepdog,North Cambridge
Smokey,Labrador Retriever,West Cambridge
Smokey Joe,Mix,Strawberry Hill
Smoky,German Shepherd,Cambridge Highlands
Smoky Joe,Standard Poodle,West Cambridge
Smudge,Havanese,Neighborhood Nine
Snickers,Cockerpoo,North Cambridge
Snickers,Terrier,Strawberry Hill
Snickers,Dachshund,Mid-Cambridge
Snoopy,Pitbull,The Port
Snoopy,Shih Poo,Cambridge Highlands
Snoopy,Chihuahua,West Cambridge
Snow,Terrier,North Cambridge
Snow,Pit Bull,Wellington-Harrington
Snow,American Eskimo,East Cambridge
Snowball,Miniature American Eskimo,East Cambridge
Snowman,Maltese,North Cambridge
Snowy,Shih Tzu,West Cambridge
Soco,Labrador Retriever,Neighborhood Nine
Sofi,Shih Tzu,Wellington-Harrington
Sofi,Shepherd,Cambridgeport
Sofi,Bouvier Des Flanders,Cambridgeport
Sofia,Sheltie,North Cambridge
Sofie,Labrador / Hound,Neighborhood Nine
Sofie,Havanese,Neighborhood Nine
Soleil,Swiss Mountain Dog,Cambridgeport
Solo,Goldenretriever,Neighborhood Nine
Solo,Golden Retriever,Neighborhood Nine
Somayah,Viszla,North Cambridge
Sona,Terrier,East Cambridge
Sona,Pug,Neighborhood Nine
Sonnie,Wheaton Terrier,Wellington-Harrington
Sonny,Chihuahua,North Cambridge
Sonny,Terrier,East Cambridge
Sonny,Border Collie Mix,North Cambridge
Sooke,Cocker Spaniel,West Cambridge
Sooke,Cocker Spaniel,West Cambridge
Sookie,Black Lab,Wellington-Harrington
Sookie,Cairn Terrier,North Cambridge
Sooper Dog P'Boy,Shar Pei,North Cambridge
Sophi,Labrador Retriever,Mid-Cambridge
Sophia,Maltese,Cambridge Highlands
Sophia,Whippet,Cambridge Highlands
Sophie,Black Lab/Hound,Neighborhood Nine
Sophie,German Shepherd,West Cambridge
Sophie,Border Collie,Strawberry Hill
Sophie,Rhodesian Ridgeback,East Cambridge
Sophie,Golden Retriever,Cambridge Highlands
Sophie,Springer Spaniel,Cambridge Highlands
Sophie,Labradoddle,West Cambridge
Sophie,Cocker Spaniel Mix,Cambridge Highlands
Sophie,Greyhound,Mid-Cambridge
Sophie,Labrador Retriever,Cambridgeport
Sophie,Whippet Mix,Agassiz
Sophie,Retriever - Labrador,Strawberry Hill
Sophie,Labrador Retriever,North Cambridge
Sophie,Pug,Neighborhood Nine
Sophie,Beagle,East Cambridge
Sophie,Toy Poodle,Mid-Cambridge
Sophie,Poodle,Wellington-Harrington
Sophie,Yorkshire Terrier,East Cambridge
Sophie,Springer Spaniel,North Cambridge
Sophie,Labrador Retriever,Mid-Cambridge
Sophie,Standard Poodle,Neighborhood Nine
Sophie,Pug,North Cambridge
Sophie,Cairn Terrier,West Cambridge
Souki,Labrador Retriever,North Cambridge
Sounder,Golden Retriever,West Cambridge
Spag,Pug,West Cambridge
Spanky,Boxer,Cambridge Highlands
Sparkle,Miniature Pinscher,Cambridgeport
Sparkle,Miniature Poodle,Neighborhood Nine
Sparky,Poodle,Cambridgeport
Sparky,Cockapoo,The Port
Sparky,Miniature Labradoodle,West Cambridge
Spencer,Lab Mix,Agassiz
Spencer,Cocker Spaniel,Mid-Cambridge
Spencer,Yorksire Terrier,Riverside
Spenser,German Shepherd,West Cambridge
Spenser,Labrador Retriever,West Cambridge
Sphinx,English Labrador,Cambridgeport
Spice,Pit Bull,The Port
Spice,Lab Retriever Mix,West Cambridge
Spice,Terr. Mix,NA
Spike,Shih Tzu,The Port
Spike,Mix,Strawberry Hill
Spike,Manchester Terrier,West Cambridge
Spike,Labrabor Retriever,Riverside
Spike,Chihuahua,Riverside
Spike,Boxer,North Cambridge
Spirit,Siberian Husky,Strawberry Hill
Spot,Great Pyrenese,Cambridgeport
Spotty,Rat Terr,East Cambridge
Spotty,Rat Terrier Mix,East Cambridge
Spray,Portuguese Water Dog,West Cambridge
Sputnik,Chihuahua Mix,Riverside
Squigee,Cockerpoo,Neighborhood Nine
Stamford,Yorksire Terrier,Cambridge Highlands
Stan,Cocker Spaniel,West Cambridge
Stanley,Min Schnauzer,North Cambridge
Stanley,Hound,Riverside
Stanley,Golden Retriever,Cambridgeport
Stanley,Jack Russel Terrier,Strawberry Hill
Stanley,Shih Tzu,West Cambridge
Stanley,Shih Tzu Mix,Agassiz
Star,Min Poodle,North Cambridge
Starbuck,Siberian Husky,Riverside
Starla,Labrador Retriever,North Cambridge
Starla Marie,Siberian Husky,The Port
Stasi,Doberman,West Cambridge
Stedman,Cockerpoo,East Cambridge
Stella,Pit Bull Mix,The Port
Stella,Corgi Mix,Wellington-Harrington
Stella,French Bulldog,East Cambridge
Stella,Pug,NA
Stella,Shih Tzu,West Cambridge
Stella,Cockerpoo,Mid-Cambridge
Stella,Lab / Shep,Wellington-Harrington
Stella,Samoyed,Neighborhood Nine
Stella,Wheaton Terrier,Riverside
Stella,Border Terr,West Cambridge
Stella,Brussels Griffon,Agassiz
Stella,Australian Shepherd,Neighborhood Nine
Stella,Border Collie Mix,Agassiz
Stella,German Shep Mix,Cambridgeport
Stella,Morkie,North Cambridge
Stella,Schnoodle,West Cambridge
Stella Bella,Boxer,East Cambridge
Stella Kerr,French Bulldog,Cambridge Highlands
Stella Violet,Beagle,Neighborhood Nine
Stephen,Labrador Retriever,Riverside
Stewart,Miniature Poodle,Mid-Cambridge
Stewie,Pomeranian,Mid-Cambridge
Stitch,Chinook,Cambridge Highlands
Stitch,English Bulldog,Neighborhood Nine
Stitch,Samoyed,East Cambridge
Stone,Pitbull Mix,Cambridgeport
Storm,Terrier,The Port
Strauss,Labrador Retriever,West Cambridge
Strider,Border Collie,Cambridgeport
Stringer,Labrador Retriever,North Cambridge
Stuart Little,Dachshund,West Cambridge
Subotai,Chow,West Cambridge
Sugar,Chihuahua Mix,North Cambridge
Sugar,Labrador Retriever,North Cambridge
Sugar,Terrier,North Cambridge
Sugar,Jack Russell Terrier,West Cambridge
Sugar,Boston Terrier,The Port
Sugar,Jrt,West Cambridge
Sugar,Boston Terrier,The Port
Sugar Pie,Labrador Retriever,Strawberry Hill
Sukey,LABRADOR Retriever,West Cambridge
Sully,Golden Retriever,North Cambridge
Sully,Choc Lab,West Cambridge
Sully,Labrador Retriever,Neighborhood Nine
Sully,Beagle,Cambridgeport
Sultan,Labrador Retriever,West Cambridge
Summer,Labrador Retriever,Cambridgeport
Sumner,Beagle,North Cambridge
Sumo,Pug,Riverside
Sunny,Labrador Ret,North Cambridge
Sunny,Terrier,Mid-Cambridge
Sunny,Mix,North Cambridge
Sunny,Chihuahua,Cambridgeport
Sunny,Labradoddle,West Cambridge
Sunny,Boston Terrier,Cambridgeport
Sunny,Welsh Terrier,Neighborhood Nine
Sunny,Yorksire Terrier,Riverside
Susie,Mix,Neighborhood Nine
Susie,Border Collie,Strawberry Hill
Susie,Dachshund,Cambridge Highlands
Sweet Dill Pickle,Pit Bull,Cambridgeport
Sweet Dill Pickle,Pit Bull,Cambridgeport
Sweetie,Beagle,West Cambridge
Sybil,Labrador Retriever,West Cambridge
Sydney,Terrier,Wellington-Harrington
Sydney,Labradoddle,Strawberry Hill
Sydney,Labrador Retriever,West Cambridge
Sydney,French Bulldog,Riverside
Sydney,Welsh Springer Spaniel,Neighborhood Nine
Sydney,Yorkshire Terrier,North Cambridge
Sydney Salguero,Labraddoodle,Strawberry Hill
Sylvie,German Shepherd,North Cambridge
Sylvie,Manchester Terrier,West Cambridge
Taco,Cocker Spaniel,North Cambridge
Taffy,Kelpie,Mid-Cambridge
Tagalong,Lab Mix,Neighborhood Nine
Taigh,Labrador Retriever,North Cambridge
Taj,German Shepherd,The Port
Taji,Rhodesian Ridgeback,West Cambridge
Taji,English Bulldog,Mid-Cambridge
Takibi,Shiba Inu,West Cambridge
Tak Tak,Border Collie,North Cambridge
Tak Tak,Border Collie,North Cambridge
Tala,Golden Doodle,Mid-Cambridge
Tamarin,Tosa Inu,The Port
Tammi,Shih Tzu,Wellington-Harrington
Tandy,Heeler,Neighborhood Nine
Tango,German Shepherd,Wellington-Harrington
Tango-Raffles,Welsh Terrier,East Cambridge
Tank,German Shepherd,West Cambridge
Tank,Goldendoodle,Mid-Cambridge
Tanner,Vizsla,North Cambridge
Tara,Shih Tzu,East Cambridge
Tara,Bichon Frise,Mid-Cambridge
Tash,Labrador Retriever,West Cambridge
Tasha,Boston Terrier,Agassiz
Tashi,Shih Tzu,West Cambridge
Tashi,Lhasa Apso,Neighborhood Nine
Tashi,Tibetan Terrier,West Cambridge
Tashi,Bhutan Mastiff,East Cambridge
Tashmoo,Golden Doodle,Wellington-Harrington
Tatanka,Toy Poodle,Neighborhood Nine
Tatiana,Maltipoo,Neighborhood Nine
Tatoo,Beagle,Agassiz
Tatum,Norfolk Terrier,West Cambridge
Taxi,Cockerpoo,Strawberry Hill
Taylor,Labrador Retriever Mix,Neighborhood Nine
Taz,Australian Cattle Dog,West Cambridge
Taz,Australian Terrier,North Cambridge
Taz,Australian Shepherd,Cambridgeport
Taza,Collie,West Cambridge
Tazo,Australian Shepherd,Mid-Cambridge
Tea-Leaf,Australian Shepherd,Cambridge Highlands
Ted,West High Land Terrier,Cambridge Highlands
Teddy,Shih Tzu,Wellington-Harrington
Teddy,Golden Doodle,North Cambridge
Teddy,Toy Poodle,Cambridgeport
Teddy,Norfolk Terrier,West Cambridge
Teddy,Cavalier King Charles Spaniel,West Cambridge
Teddy,Puggle,East Cambridge
Teddy,Corgi,Mid-Cambridge
Teddy,Hound,East Cambridge
Teddy,Malteepoo,West Cambridge
Teddy,Miniature Poodle,Neighborhood Nine
Teddy,Terrier,Cambridgeport
Teddy,Miniature Labradoodle,Neighborhood Nine
Teddy,Standard Poodle,Cambridgeport
Teddy,Cockerpoo,Riverside
Teddy,Alaskan Klee Kai,Cambridge Highlands
Teddy,Jack Russel Mix,East Cambridge
Teddy,Yorkshire Terrier,West Cambridge
Teddy,Yorksire Terrier,Mid-Cambridge
Teddy,Springer Spaniel,Cambridgeport
Teddy,Yorksire Terrier,East Cambridge
Tedy,Labrador Retriever,West Cambridge
Teeko,Beagle,Neighborhood Nine
Tejka,Siberian Husky,Mid-Cambridge
Teldra,Dachshund,Cambridgeport
Tello,Poodle,West Cambridge
Tennessee,Corgi,Strawberry Hill
Tenoch,Chihuahua,East Cambridge
Tequila,Chihuahua,The Port
Tesia,German Shorthair Pointer,West Cambridge
Tesla,Chow Chow Mix,Mid-Cambridge
Tesla,Boston Terrier,Neighborhood Nine
Tess,Hound,Cambridgeport
Tess,TERR MX,Neighborhood Nine
Tessa,Labradoodle,Neighborhood Nine
Tex,Bernese Mountain Dog,The Port
Thatcher,Labrador Retriever,Neighborhood Nine
Thatcher,Labrador Retriever,Cambridgeport
Thea,American Eskimo,Neighborhood Nine
Thelma,Portuguese Water Dog,North Cambridge
Theo,English Springer Spaniel,Neighborhood Nine
Theo,Schnauzer,East Cambridge
Theo,,West Cambridge
Theo,Black Lab Miix,Neighborhood Nine
Theo,Portuguese Water Dog,Neighborhood Nine
Theodore,Tibetan Terrier,Neighborhood Nine
Theodore,Cavalier King Charles Spaniel,Neighborhood Nine
Theodore,Beagle,Cambridge Highlands
The Truff,Pointer,Neighborhood Nine
Thisbe,Poodle,Mid-Cambridge
Thistle,Terrier,North Cambridge
Thomas,Golden Retriever,Cambridgeport
Thomas Jefferson,Minature Poodle,Strawberry Hill
Thor,Samoyed,Agassiz
Thor,Golden Retriever,Riverside
Thumbelina,Dachshund,Mid-Cambridge
Thunder,Labrador Retriever,Cambridgeport
Thunderpaws,Labrador Retriever Mix,Wellington-Harrington
Tia,Labrador Retriever,Neighborhood Nine
Tia,Terrier Mix,Cambridgeport
Tibby,Golden Retriever,West Cambridge
Tiberius,Labrador Retriever,The Port
Tibor,Newfoundland,Neighborhood Nine
Ticho,Miniature Dachshund,West Cambridge
Tie,Labrador Retriever Mix,Riverside
Tiger,Cockerpoo,West Cambridge
Tiger,Border Collie Lab Mix,Cambridge Highlands
Tigeree,Miniature Schnauzer,The Port
Tigris,Terrier Mix,West Cambridge
Tika,Mix,Neighborhood Nine
Tikaani,Alaskan Malamute,Agassiz
Tiki,Collie,Cambridgeport
Tillie,Boxer,Riverside
Tillie,Cockerpoo,Neighborhood Nine
Tilly,Cairn Terrier,West Cambridge
Tilly,Australian Cattle Dog,Mid-Cambridge
Tilly,Golden Doodle,Mid-Cambridge
Tilly,Mutt,Cambridge Highlands
Tilly,Terrier,The Port
Timber,Beagle Mix,North Cambridge
Timmy,Golden Retriever,Wellington-Harrington
Timmy,Foxhound,East Cambridge
Timmy Tango,Labrador Retriever,The Port
Tinker,Labradodle,Neighborhood Nine
Tinker,Yorksire Terrier,Strawberry Hill
Tinkerbell,Labrador Retriever,The Port
Tiny,Cattledog Mix,Riverside
Tiny,Feist,Riverside
Tip,Mix,West Cambridge
Tippi,Mixed,The Port
Tipu Sultan,Standard Poodle,West Cambridge
Titan,Min-Pin Italian Greyhound,North Cambridge
Titan,Puggle,Cambridgeport
Tito,Sato,Cambridgeport
Tito,French Bulldog,Cambridgeport
Titus,Mini Goldendoodle,Cambridgeport
Tj,Cavalier King Charles Spaniel,West Cambridge
Tjapo,Golden Retriever,Mid-Cambridge
Toaster,Miniature Schnauzer,West Cambridge
Tobe,Australian Shepherd,Riverside
Tobermory,Spitz,West Cambridge
Tobi,Shih Tzu,Area 2/MIT
Tobias,Miniature Poodle,North Cambridge
Tobie,Havanese,Neighborhood Nine
Toby,Lab Mix,East Cambridge
Toby,Poodle,Strawberry Hill
Toby,Havaneese/Toy Poodle,West Cambridge
Toby,Lab Mix,Wellington-Harrington
Toby,Boxer,North Cambridge
Toby,Rat Terrier,Mid-Cambridge
Toby,Golden Retriever,North Cambridge
Toby,Golden Retriever,North Cambridge
Toby,Bichon-Poodle,North Cambridge
Toby,Lhasa Poo,East Cambridge
Toby,Newfoundland,Cambridgeport
Toby,Shih Tzu Mix,Neighborhood Nine
Toby,Bernese Mountain Dog,West Cambridge
Toby,Yorkshire Terrier,Mid-Cambridge
Toby,Yorksire Terrier,Mid-Cambridge
Toffy,Weimainer,East Cambridge
Toki,DACHSHUND CHIHUAHUA MIX,Cambridge Highlands
Tomato,Corgi,North Cambridge
Tomi,Poodle,Neighborhood Nine
Tommy,Chihuahua Mix,Cambridgeport
Tommy,Collie,North Cambridge
Tommy,Mix,Riverside
Tommy,Long Hair Chihuahua,West Cambridge
Toni,Australian Shepherd,Mid-Cambridge
Tonka,Maltese,East Cambridge
Tonka,Boxer,Mid-Cambridge
Tonks,Springer,Neighborhood Nine
Tony,Labrador Retriever,Cambridge Highlands
Tootsie,Chihuahua Mix,North Cambridge
Topaz,German Shepherd,North Cambridge
Tori Faye,Chihuahua,Cambridgeport
Tosca,Basset Hound,Cambridge Highlands
Tosha,Border Collie,Cambridgeport
Toto,Mix,Mid-Cambridge
Totoro,Great Pyrenese,The Port
Toulouse,French Bulldog,Mid-Cambridge
Toulouse,Dachshund,Mid-Cambridge
Trace,Labrador Retriever,North Cambridge
Trapper,Shetland Sheepdog,North Cambridge
Travis,Terrier,Mid-Cambridge
Travis,Golden Retriever,Neighborhood Nine
Treve,Border Collie,West Cambridge
Trevor,Frecnh Bulldog,East Cambridge
T Rex,Yorksire Terrier,Mid-Cambridge
Triscuit,Tibetan Terrier,West Cambridge
Triscuit,Sato,Cambridgeport
Trixie,German Shepherd,Neighborhood Nine
Trixie,Border Collie / Mix,Wellington-Harrington
Trixie,Corgi,East Cambridge
Trixie,Cavachon,North Cambridge
Trooper,Labrador Retriever,Riverside
Trooper,Weimaramer,Riverside
Trotsky,Terrier,West Cambridge
Trotter,Miniature Schnauzer,Mid-Cambridge
Trudo,Yorkshire Terrier,East Cambridge
Trudy,Collie,Agassiz
Trudy,Catahoula,West Cambridge
Truffle,French Bulldog,North Cambridge
Truman,Leonberger,The Port
Truman,English Spriner Spaniel,Neighborhood Nine
Truman Capote,Lhasa Apso Mix,Wellington-Harrington
Trust,Golden Retriever,Cambridge Highlands
Tuca,Sato,Neighborhood Nine
Tuck,Catahoula,North Cambridge
Tucker,Golden Retriever,North Cambridge
Tucker,Beagle,Neighborhood Nine
Tucker,Terrier,Wellington-Harrington
Tucker,Plott Hound,Neighborhood Nine
Tucker,Golden Retriever,West Cambridge
Tucker,Labrador Retriever,The Port
Tucker,Golden Retriever,Neighborhood Nine
Tucker,Beagle,North Cambridge
