Dog_Name,Dog_Breed,Location_masked,Latitude_masked,Longitude_masked,Neighborhood
Lily,Hound Mix,"(42.37001225, -71.09049645)",42.37001225,-71.09049645,Wellington-Harrington
Lily,Boston Terrier,"(42.38036877, -71.13552379)",42.38036877,-71.13552379,West Cambridge
Lily,Hound,"(42.36933832, -71.09089817)",42.36933832,-71.09089817,Wellington-Harrington
Lily,Miniature Schnauzer,"(42.37072442, -71.08091258)",42.37072442,-71.08091258,East Cambridge
Lina,Miniature Poodle,"(42.38192944, -71.13381819)",42.38192944,-71.13381819,West Cambridge
Lincoln,Great Pyrenees,"(42.36530855, -71.08395235)",42.36530855,-71.08395235,East Cambridge
Lincoln,Maltese Mix,"(42.377093, -71.12041948)",42.377093,-71.12041948,Neighborhood Nine
Lincoln,Maltipoo,"(42.37795618, -71.12138983)",42.37795618,-71.12138983,Neighborhood Nine
Linus,French Bulldog,"(42.39564642, -71.147508)",42.39564642,-71.147508,North Cambridge
Linus,Brittany Spaniel Mix,"(42.36950554, -71.08327369)",42.36950554,-71.08327369,East Cambridge
Linus,Silky Terrier,"(42.36334284, -71.09915207)",42.36334284,-71.09915207,The Port
Linus,French Bulldog,"(42.39553922, -71.14647532)",42.39553922,-71.14647532,North Cambridge
Liny,Terrier,"(42.36233892, -71.10965557)",42.36233892,-71.10965557,Cambridgeport
Lita,Lab Mix,"(42.37264988, -71.08229624)",42.37264988,-71.08229624,East Cambridge
Little Guy,Petit Basset Griffon Vendeen,"(42.39429722, -71.14748081)",42.39429722,-71.14748081,North Cambridge
Little Joe (Jojo Or Joe ),Dashshund Mix,"(42.37379315, -71.10909198)",42.37379315,-71.10909198,Mid-Cambridge
Little Juda,Yorkie Poo,"(42.4034161, -71.13469261)",42.4034161,-71.13469261,North Cambridge
Liv,Jack Russel Terrier,"(42.35721059, -71.10716802)",42.35721059,-71.10716802,Cambridgeport
Livvie,Pug,"(42.36416616, -71.08289386)",42.36416616,-71.08289386,East Cambridge
Liza,Labrador Retriever,"(42.38533411, -71.13036967)",42.38533411,-71.13036967,Neighborhood Nine
Liza Iliades,Terrier Pit Bull,"(42.37105042, -71.07218149)",42.37105042,-71.07218149,East Cambridge
Lizze,Labrador Retriever,"(42.3743687, -71.12680491)",42.3743687,-71.12680491,West Cambridge
Lizzie,Standard Poodle,"(42.36464252, -71.08372912)",42.36464252,-71.08372912,East Cambridge
Lizzy,Golden Retriever,"(42.36972378, -71.08287597)",42.36972378,-71.08287597,East Cambridge
Loa,Labrador Retriever,"(42.38100202, -71.12401599)",42.38100202,-71.12401599,Neighborhood Nine
Lobito,Siberian Husky,"(42.37021615, -71.08328697)",42.37021615,-71.08328697,East Cambridge
Lobito,Siberian Husky,"(42.36996746, -71.08385637)",42.36996746,-71.08385637,East Cambridge
Logan,Boykin Spaniel,"(42.37003208, -71.10841187)",42.37003208,-71.10841187,Mid-Cambridge
Logan,Golden Retriever,"(42.37014356, -71.07206286)",42.37014356,-71.07206286,East Cambridge
Logan,Estrela Mountain,"(42.36258175, -71.1055093)",42.36258175,-71.1055093,Cambridgeport
Logan,Bichon Frise Mix,"(42.37076427, -71.10599476)",42.37076427,-71.10599476,Mid-Cambridge
Logan,Labrador Retriever Mix,"(42.37160038, -71.07780594)",42.37160038,-71.07780594,East Cambridge
Logan,Golden Retriever,"(42.37186857, -71.08490028)",42.37186857,-71.08490028,East Cambridge
Logan,Yorksire Terrier,"(42.37194136, -71.10075488)",42.37194136,-71.10075488,Mid-Cambridge
Logan,Lab Ret Mix,"(42.37246153, -71.07879461)",42.37246153,-71.07879461,East Cambridge
Loki,Toy Fox Terrier,"(42.3883781, -71.14375608)",42.3883781,-71.14375608,Cambridge Highlands
Loki,Saluki,"(42.37146566, -71.10073034)",42.37146566,-71.10073034,Mid-Cambridge
Loki,Rat Terrier,"(42.37822948, -71.14625892)",42.37822948,-71.14625892,West Cambridge
Loki,TERRIER,"(42.39031115, -71.11957786)",42.39031115,-71.11957786,North Cambridge
Loki,Maltese,"(42.37056263, -71.1142092)",42.37056263,-71.1142092,Mid-Cambridge
Loki,Chihuahua,"(42.36088103, -71.10628684)",42.36088103,-71.10628684,Cambridgeport
Lola,Lab Mix,"(42.38561125, -71.13658711)",42.38561125,-71.13658711,West Cambridge
Lola,Flat Coated Retriever,"(42.38625695, -71.12998826)",42.38625695,-71.12998826,Neighborhood Nine
Lola,Flat Coated Retriever,"(42.38650696, -71.13007894)",42.38650696,-71.13007894,Neighborhood Nine
Lola,Havanese,"(42.37799237, -71.13608245)",42.37799237,-71.13608245,West Cambridge
Lola,Chihuahua Mix,"(42.38873839, -71.12566722)",42.38873839,-71.12566722,Neighborhood Nine
Lola,Cavapoo,"(42.37884389, -71.12110808)",42.37884389,-71.12110808,Neighborhood Nine
Lola,Toy Poodle,"(42.37693666, -71.1472587)",42.37693666,-71.1472587,West Cambridge
Lola,Coonhound,"(42.39261149, -71.13190153)",42.39261149,-71.13190153,North Cambridge
Lola,Mastiff Mix,"(42.39846289, -71.13018337)",42.39846289,-71.13018337,North Cambridge
Lola,Toy Poodle,"(42.37099856, -71.07627899)",42.37099856,-71.07627899,East Cambridge
Lola,Boxer,"(42.3623697, -71.11277195)",42.3623697,-71.11277195,Cambridgeport
Lola,Mix,"(42.38420185, -71.12255643)",42.38420185,-71.12255643,Neighborhood Nine
Lola,Chihuahua,"(42.36423102, -71.09611674)",42.36423102,-71.09611674,The Port
Lola,Labrador Retriever,"(42.38185425, -71.13071224)",42.38185425,-71.13071224,Neighborhood Nine
Lola,Norfolk Terrier,"(42.36754424, -71.09453401)",42.36754424,-71.09453401,The Port
Lola,Maltese,"(42.37112557, -71.09311737)",42.37112557,-71.09311737,Wellington-Harrington
Lola,Shep. Mix,"(42.37190232, -71.08034093)",42.37190232,-71.08034093,East Cambridge
Lola,Cavalier King Charles Spaniel,"(42.37037074, -71.073874)",42.37037074,-71.073874,East Cambridge
Lola,Labrador Retriever,"(42.37818425, -71.1477614)",42.37818425,-71.1477614,West Cambridge
Lola,Springer Spaniel,"(42.35851584, -71.10845726)",42.35851584,-71.10845726,Cambridgeport
Lola,Dachshund,"(42.38554618, -71.1396064)",42.38554618,-71.1396064,Neighborhood Nine
Lola,Cocker Spaniel,"(42.39039337, -71.1439657)",42.39039337,-71.1439657,Cambridge Highlands
Lola,Yorksire Terrier,"(42.37180072, -71.10165728)",42.37180072,-71.10165728,Mid-Cambridge
Lola,Australian Shepherd,"(42.3816773, -71.12218294)",42.3816773,-71.12218294,Neighborhood Nine
Lola,Labrador Retriever,"(42.39484405, -71.13480711)",42.39484405,-71.13480711,North Cambridge
Lola,Mixed,"(42.37053773, -71.07311855)",42.37053773,-71.07311855,East Cambridge
Lola,Pug Mix,"(42.39262535, -71.13317963)",42.39262535,-71.13317963,North Cambridge
Lola,Bulldog,"(42.37069328, -71.07367588)",42.37069328,-71.07367588,East Cambridge
Lola,PAPILLON,"(42.39530853, -71.12711274)",42.39530853,-71.12711274,North Cambridge
Lola,Yorkie Terrier,"(42.36310633, -71.09829304)",42.36310633,-71.09829304,The Port
Lola,Cockerpoo,"(42.37323442, -71.10497056)",42.37323442,-71.10497056,Mid-Cambridge
Lola,Ger Shep Mix,"(42.38442132, -71.13572642)",42.38442132,-71.13572642,Neighborhood Nine
Lola,Dachshund,"(42.39255209, -71.14553449)",42.39255209,-71.14553449,Cambridge Highlands
Lola,Corgi,"(42.38026506, -71.12547071)",42.38026506,-71.12547071,Neighborhood Nine
Lola,Labradoddle,"(42.37815172, -71.13982635)",42.37815172,-71.13982635,West Cambridge
Lola,Yorksire Terrier,"(42.36833181, -71.09667777)",42.36833181,-71.09667777,The Port
Lola Estepe,Pitbull,"(42.38428187, -71.1361272)",42.38428187,-71.1361272,West Cambridge
Lola Jane,Pekingese,"(42.3884031, -71.14499469)",42.3884031,-71.14499469,Cambridge Highlands
Lolita,Cocker Spaniel,"(42.39607347, -71.12985663)",42.39607347,-71.12985663,North Cambridge
Lollie,Dachshund,"(42.3708847, -71.09743247)",42.3708847,-71.09743247,The Port
Lolly Poppins,Bernese Mountain Dog,"(42.37941799, -71.12394818)",42.37941799,-71.12394818,Neighborhood Nine
Lolo,German Shorthair Pointer,"(42.38359145, -71.13368144)",42.38359145,-71.13368144,West Cambridge
Loopy,Whippet,"(42.39195338, -71.12490126)",42.39195338,-71.12490126,North Cambridge
Lorelei,Greyhound,"(42.37077548, -71.08806825)",42.37077548,-71.08806825,East Cambridge
Lorenzo,Poodle,"(42.38628889, -71.12564747)",42.38628889,-71.12564747,Neighborhood Nine
Lotus,Poodle,"(42.3605418, -71.10725034)",42.3605418,-71.10725034,Cambridgeport
Lotus,Cane Corso,"(42.40069395, -71.13424596)",42.40069395,-71.13424596,North Cambridge
Lou,Pug,"(42.39406771, -71.1469682)",42.39406771,-71.1469682,North Cambridge
Louie,Chow Chow,"(42.37032643, -71.07435362)",42.37032643,-71.07435362,East Cambridge
Louie,French Bulldog,"(42.39287681, -71.14590816)",42.39287681,-71.14590816,Cambridge Highlands
Louie,French Bulldog,"(42.39105471, -71.14608006)",42.39105471,-71.14608006,Cambridge Highlands
Louie,Bichon,"(42.37200533, -71.07457659)",42.37200533,-71.07457659,East Cambridge
Louie,Yorkshier Terrier,"(42.379414, -71.11986773)",42.379414,-71.11986773,Neighborhood Nine
Louie,Miniature Poodle,"(42.36836223, -71.08382211)",42.36836223,-71.08382211,East Cambridge
Louie,Corgi,"(42.37095975, -71.11358395)",42.37095975,-71.11358395,Mid-Cambridge
Louie,Dachshund,"(42.38097623, -71.13159048)",42.38097623,-71.13159048,West Cambridge
Louie,Puggle,"(42.36877275, -71.11111714)",42.36877275,-71.11111714,Riverside
Louie,Labrador Retriever,"(42.36026901, -71.10813992)",42.36026901,-71.10813992,Cambridgeport
Louie,Poodle,"(42.36300039, -71.07825603)",42.36300039,-71.07825603,East Cambridge
Louie,Beagle,"(42.37869549, -71.15150641)",42.37869549,-71.15150641,Strawberry Hill
Louie,American Hairless Terrier,"(42.38405986, -71.11575619)",42.38405986,-71.11575619,Agassiz
Louie,Goldendoodle,"(42.38388766, -71.1325435)",42.38388766,-71.1325435,Neighborhood Nine
Louie,Pekingese,"(42.39400275, -71.15511148)",42.39400275,-71.15511148,Cambridge Highlands
Louie,Golden Retriever,"(42.38304652, -71.13254752)",42.38304652,-71.13254752,Neighborhood Nine
Louie,Australian Cattle Dog,"(42.37237165, -71.08226677)",42.37237165,-71.08226677,East Cambridge
Louie,Toy Poodle,"(42.37877988, -71.12092738)",42.37877988,-71.12092738,Neighborhood Nine
Louie,Standard Poodle,"(42.39080445, -71.13941683)",42.39080445,-71.13941683,Neighborhood Nine
Louie,Yorkshire Terrier,"(42.36527015, -71.09992152)",42.36527015,-71.09992152,The Port
Louie,English Bulldog,"(42.37244368, -71.07877949)",42.37244368,-71.07877949,East Cambridge
Louie,Beagle,"(42.38409237, -71.11707097)",42.38409237,-71.11707097,Agassiz
Louie,Yorksire Terrier,"(42.40028656, -71.15268458)",42.40028656,-71.15268458,North Cambridge
Louis,Cavalier King Charles Spaniel,"(42.35835436, -71.10532241)",42.35835436,-71.10532241,Cambridgeport
Louis,French Bulldog,"(42.36877532, -71.11244068)",42.36877532,-71.11244068,Riverside
Louis,Maltese / Poodle Mix,"(42.36643714, -71.10395004)",42.36643714,-71.10395004,Cambridgeport
Louis,Pekingese,"(42.37235258, -71.09391281)",42.37235258,-71.09391281,Wellington-Harrington
Louisa,Collie,"(42.35713067, -71.11208813)",42.35713067,-71.11208813,Cambridgeport
Louise,Portuguese Water Dog,"(42.39088637, -71.13168139)",42.39088637,-71.13168139,North Cambridge
Lou Lou,Petit Basset Griffon Vendeen,"(42.37849956, -71.13716572)",42.37849956,-71.13716572,West Cambridge
Lou Lou,Cockerpoo,"(42.38872222, -71.12830704)",42.38872222,-71.12830704,Neighborhood Nine
Love,Chihuahua,"(42.35679364, -71.10695868)",42.35679364,-71.10695868,Cambridgeport
Lovie,Shih Tzu,"(42.3824962, -71.11356635)",42.3824962,-71.11356635,Agassiz
Lua,Labradoddle,"(42.37074905, -71.08454249)",42.37074905,-71.08454249,East Cambridge
Luc,Poodle,"(42.36771401, -71.09407609)",42.36771401,-71.09407609,The Port
Luc,LABRADOR RETRIEVER,"(42.37673972, -71.12856129)",42.37673972,-71.12856129,West Cambridge
Luca,German Shepherd,"(42.36658518, -71.10460954)",42.36658518,-71.10460954,Mid-Cambridge
Lucas,Petit Basset Griffon Vendeen,"(42.39500476, -71.12967224)",42.39500476,-71.12967224,North Cambridge
Lucca,Border Collie Mix,"(42.37611775, -71.12956276)",42.37611775,-71.12956276,West Cambridge
Lucca,Poodle,"(42.39213797, -71.1301651)",42.39213797,-71.1301651,North Cambridge
Lucca,Flat Coated Retriever,"(42.38580505, -71.12644063)",42.38580505,-71.12644063,Neighborhood Nine
Luci,West Highland White Terrier,"(42.39499709, -71.14312323)",42.39499709,-71.14312323,North Cambridge
Lucia,Dachshund,"(42.36625405, -71.09490268)",42.36625405,-71.09490268,The Port
Lucic,German Shepherd,"(42.365834, -71.09703775)",42.365834,-71.09703775,The Port
Lucie,Golden Retriever,"(42.38499735, -71.13078855)",42.38499735,-71.13078855,Neighborhood Nine
Lucky,West Highland White Terrier,"(42.3751628, -71.14155984)",42.3751628,-71.14155984,West Cambridge
Lucky,Chihuahua,"(42.38390855, -71.13488754)",42.38390855,-71.13488754,West Cambridge
Lucky,Labrador Retriever,"(42.38105123, -71.116913)",42.38105123,-71.116913,Agassiz
Lucky,Labrador Retriever,"(42.38389724, -71.13434149)",42.38389724,-71.13434149,West Cambridge
Lucky,Tibetan Terrier,"(42.39162502, -71.13136613)",42.39162502,-71.13136613,North Cambridge
Lucky,Chihuahua,"(42.367351, -71.09707888)",42.367351,-71.09707888,The Port
Lucy,Labrador Retriever,"(42.38052534, -71.12497423)",42.38052534,-71.12497423,Neighborhood Nine
Lucy,Mix,"(42.38003889, -71.11764642)",42.38003889,-71.11764642,Agassiz
Lucy,Lab/Boxer,"(42.39855557, -71.1350864)",42.39855557,-71.1350864,North Cambridge
Lucy,Boston Terrier,"(42.38396666, -71.12451843)",42.38396666,-71.12451843,Neighborhood Nine
Lucy,English Bulldog,"(42.36700278, -71.07946735)",42.36700278,-71.07946735,East Cambridge
Lucy,Labrador Retriever Mix,"(42.39085249, -71.12109051)",42.39085249,-71.12109051,North Cambridge
Lucy,Havanese,"(42.3775222, -71.13610335)",42.3775222,-71.13610335,West Cambridge
Lucy,Dalmation,"(42.37394335, -71.12151724)",42.37394335,-71.12151724,West Cambridge
Lucy,English Bulldog,"(42.36963202, -71.1083186)",42.36963202,-71.1083186,Mid-Cambridge
Lucy,Hound Mix,"(42.3930702, -71.14652789)",42.3930702,-71.14652789,Cambridge Highlands
Lucy,Shep,"(42.39553662, -71.13460793)",42.39553662,-71.13460793,North Cambridge
Lucy,Labrador,"(42.37146649, -71.08551932)",42.37146649,-71.08551932,East Cambridge
Lucy,Boston Terrier,"(42.38011811, -71.1349623)",42.38011811,-71.1349623,West Cambridge
Lucy,Jack Russell Terrier,"(42.36915196, -71.11125484)",42.36915196,-71.11125484,Mid-Cambridge
Lucy,Yorksire Terrier,"(42.381114, -71.11960259)",42.381114,-71.11960259,Neighborhood Nine
Lucy,Golden Retr Mix,"(42.36783161, -71.11086449)",42.36783161,-71.11086449,Riverside
Lucy,Cockapoo,"(42.36244308, -71.10634978)",42.36244308,-71.10634978,Cambridgeport
Lucy,Boxer,"(42.3654969, -71.09795024)",42.3654969,-71.09795024,The Port
Lucy,Bearded Collie,"(42.39435877, -71.15595184)",42.39435877,-71.15595184,Cambridge Highlands
Lucy,Labrador Retriever,"(42.36757871, -71.11119967)",42.36757871,-71.11119967,Riverside
Lucy,Scottish Terrier,"(42.38566567, -71.12022303)",42.38566567,-71.12022303,Neighborhood Nine
Lucy,Beagle,"(42.38201817, -71.13303334)",42.38201817,-71.13303334,West Cambridge
Lucy,Jack Russel Terrier,"(42.39486421, -71.14186849)",42.39486421,-71.14186849,North Cambridge
Lucy,Border Collie,"(42.37762209, -71.14355076)",42.37762209,-71.14355076,West Cambridge
Lucy,Labradoddle,"(42.35976514, -71.10897546)",42.35976514,-71.10897546,Cambridgeport
Lucy,Labradoodle,"(42.37312653, -71.12068186)",42.37312653,-71.12068186,West Cambridge
Lucy,Dalmation,"(42.38089721, -71.13183167)",42.38089721,-71.13183167,West Cambridge
Lucy,Labrador Retriever,"(42.39267262, -71.1369791)",42.39267262,-71.1369791,North Cambridge
Lucy,Labrador Retriever,"(42.38027344, -71.12527197)",42.38027344,-71.12527197,Neighborhood Nine
Lucy,Golden Retriever,"(42.39342454, -71.15796001)",42.39342454,-71.15796001,Cambridge Highlands
Lucy,Portuguese Water Dog,"(42.37530249, -71.13769127)",42.37530249,-71.13769127,West Cambridge
Lucy,Miniature Schnauzer,"(42.35711065, -71.11014917)",42.35711065,-71.11014917,Cambridgeport
Lucy,Boxer,"(42.39031508, -71.14449483)",42.39031508,-71.14449483,Cambridge Highlands
Lucy,Havanese,"(42.36526051, -71.10925429)",42.36526051,-71.10925429,Riverside
Lucy,Bloodhound,"(42.38670132, -71.13926495)",42.38670132,-71.13926495,Neighborhood Nine
Lucy,Mix,"(42.3950856, -71.15496242)",42.3950856,-71.15496242,Cambridge Highlands
Lucy,West Highland White Terrier,"(42.365558, -71.10800001)",42.365558,-71.10800001,Riverside
Lucy,Shih Tzu/ Poodle,"(42.38104446, -71.11614242)",42.38104446,-71.11614242,Agassiz
Lucy,Labrador Retriever,"(42.37548964, -71.13077641)",42.37548964,-71.13077641,West Cambridge
Lucy,Bassett Hound,"(42.36841491, -71.07191827)",42.36841491,-71.07191827,East Cambridge
Lucy,Shep Mix,"(42.38285714, -71.11489397)",42.38285714,-71.11489397,Agassiz
Lucy,Puggle,"(42.36482249, -71.08373319)",42.36482249,-71.08373319,East Cambridge
Lucy,Bernese Mountain Dog,"(42.36498901, -71.08350629)",42.36498901,-71.08350629,East Cambridge
Lucy,Cockapoo,"(42.35898106, -71.10744467)",42.35898106,-71.10744467,Cambridgeport
Lucy,Labrador Retriever,"(42.38972608, -71.11971479)",42.38972608,-71.11971479,North Cambridge
Lucy,Chihuahua,"(42.36027676, -71.10676308)",42.36027676,-71.10676308,Cambridgeport
Lucy,Labradoddle,"(42.37738849, -71.13350402)",42.37738849,-71.13350402,West Cambridge
Lucy,Golden Retriever,"(42.3812492, -71.1327445)",42.3812492,-71.1327445,West Cambridge
Lucy,Hound,"(42.39630487, -71.13399755)",42.39630487,-71.13399755,North Cambridge
Lucy,Labrador Retriever,"(42.377812, -71.13727815)",42.377812,-71.13727815,West Cambridge
Lucy,Cockerpoo,"(42.37504613, -71.12527138)",42.37504613,-71.12527138,West Cambridge
Lucy Niles-Rich,Beagle Mix,"(42.3687189, -71.11275641)",42.3687189,-71.11275641,Riverside
Luibarin,Papillion,"(42.39356966, -71.13788786)",42.39356966,-71.13788786,North Cambridge
Luigi,Lagotto Romagnolo,"(42.39559954, -71.14834705)",42.39559954,-71.14834705,North Cambridge
Luigi,Yorkshire Terrier,"(42.35738883, -71.1081973)",42.35738883,-71.1081973,Cambridgeport
Luigi,Lagotto Romagnolo,"(42.39593, -71.14727645)",42.39593,-71.14727645,North Cambridge
Lujah,Golden Retriever Mix,"(42.3834345, -71.1310327)",42.3834345,-71.1310327,Neighborhood Nine
Luka,Siberian Husky,"(42.39465256, -71.13440946)",42.39465256,-71.13440946,North Cambridge
Luka,Labrador Retriever,"(42.38058368, -71.15371902)",42.38058368,-71.15371902,Strawberry Hill
Luka,Yorkshire Terrier,"(42.39337988, -71.12155005)",42.39337988,-71.12155005,NA
Luke,Brittany Spaniel,"(42.36508847, -71.11087882)",42.36508847,-71.11087882,Riverside
Luke,German Shepherd,"(42.36510433, -71.10918532)",42.36510433,-71.10918532,Riverside
Luke,Labrador Retriever,"(42.39166938, -71.12863136)",42.39166938,-71.12863136,North Cambridge
Luke,Golden Doodle,"(42.3754666, -71.14504313)",42.3754666,-71.14504313,West Cambridge
Luke,Shiba Inu,"(42.39028345, -71.11997103)",42.39028345,-71.11997103,North Cambridge
Lukla,German Shepherd,"(42.3922905, -71.15719306)",42.3922905,-71.15719306,Cambridge Highlands
Lula,Pit Bull,"(42.37216505, -71.10808064)",42.37216505,-71.10808064,Mid-Cambridge
Lulah,Toy Poodle,"(42.36913174, -71.09498273)",42.36913174,-71.09498273,Wellington-Harrington
Lulu,Aust Shep Mix,"(42.36069317, -71.10829541)",42.36069317,-71.10829541,Cambridgeport
Lulu,Border Collie Mix,"(42.38089658, -71.14214204)",42.38089658,-71.14214204,West Cambridge
Lulu,Yorkshire Terrier,"(42.37373027, -71.09795444)",42.37373027,-71.09795444,Wellington-Harrington
Lulu,Poodle,"(42.39058391, -71.13348186)",42.39058391,-71.13348186,North Cambridge
Lulu,Terrier,"(42.36197863, -71.10492654)",42.36197863,-71.10492654,Cambridgeport
Lulu,Sato,"(42.36229627, -71.10219354)",42.36229627,-71.10219354,Cambridgeport
Lulu,Yorkshier Terrier,"(42.39595551, -71.13143763)",42.39595551,-71.13143763,North Cambridge
Lulu,Golden Doodle,"(42.39244486, -71.14666446)",42.39244486,-71.14666446,Cambridge Highlands
Lulu,Labrador Retriever,"(42.37908312, -71.13193231)",42.37908312,-71.13193231,West Cambridge
Lulu,Beagle Mix,"(42.38016081, -71.13769463)",42.38016081,-71.13769463,West Cambridge
Lulu,Corgi Mix,"(42.36892644, -71.09372549)",42.36892644,-71.09372549,Wellington-Harrington
Lulu,Yorkie Poo,"(42.39199366, -71.13213502)",42.39199366,-71.13213502,North Cambridge
Lulu,Pug,"(42.39578094, -71.14667239)",42.39578094,-71.14667239,North Cambridge
Lulu,Pit Bull,"(42.36491892, -71.09792122)",42.36491892,-71.09792122,The Port
Lulu,Nova Scotia Duck Tolling Retriever,"(42.38650691, -71.13472888)",42.38650691,-71.13472888,Neighborhood Nine
Lulu,Wheaten Terrier,"(42.37388831, -71.12660967)",42.37388831,-71.12660967,West Cambridge
Lulu,Miniature Poodle,"(42.39155308, -71.12721749)",42.39155308,-71.12721749,North Cambridge
Lu Lu,Labrador Retriever,"(42.37047854, -71.0972532)",42.37047854,-71.0972532,The Port
Luna,Siberian Husky,"(42.3628658, -71.10983819)",42.3628658,-71.10983819,Riverside
Luna,Terrier,"(42.39110283, -71.13216025)",42.39110283,-71.13216025,North Cambridge
Luna,Italian Greyhound Mix,"(42.39435558, -71.14795248)",42.39435558,-71.14795248,North Cambridge
Luna,Cavalier King Charles Spaniel,"(42.39929598, -71.13358098)",42.39929598,-71.13358098,North Cambridge
Luna,PAPILLON,"(42.3627747, -71.1040067)",42.3627747,-71.1040067,Cambridgeport
Luna,French Bulldog,"(42.38780614, -71.12756806)",42.38780614,-71.12756806,Neighborhood Nine
Luna,Cockerpoo,"(42.39311682, -71.12916672)",42.39311682,-71.12916672,North Cambridge
Luna,Labradoddle,"(42.38573766, -71.13044023)",42.38573766,-71.13044023,Neighborhood Nine
Luna,Labrador Retriever,"(42.3772037, -71.1499687)",42.3772037,-71.1499687,Strawberry Hill
Luna,Papillion,"(42.39432998, -71.14789084)",42.39432998,-71.14789084,North Cambridge
Luna,Standard Poodle,"(42.37498973, -71.13952571)",42.37498973,-71.13952571,West Cambridge
Luna,Goldendoodle,"(42.39671407, -71.1328918)",42.39671407,-71.1328918,North Cambridge
Luna,German Shepherd,"(42.36379099, -71.11407633)",42.36379099,-71.11407633,Riverside
Luna,Miniature Schnauzer,"(42.38496121, -71.12684902)",42.38496121,-71.12684902,Neighborhood Nine
Luna,Labrador Retriever,"(42.38723896, -71.1194765)",42.38723896,-71.1194765,Neighborhood Nine
Luna,Cairn Terrier,"(42.38416802, -71.13343507)",42.38416802,-71.13343507,West Cambridge
Luna,Mutt,"(42.37179654, -71.07760987)",42.37179654,-71.07760987,East Cambridge
Luna,West Highland White Terrier,"(42.37182757, -71.10818431)",42.37182757,-71.10818431,Mid-Cambridge
Luna,English Labrador Retriever,"(42.38717436, -71.1196174)",42.38717436,-71.1196174,Neighborhood Nine
Luna,Corgi Pembroke Welsh,"(42.38654892, -71.13039233)",42.38654892,-71.13039233,Neighborhood Nine
Luna,Husky,"(42.3887432, -71.14505559)",42.3887432,-71.14505559,Cambridge Highlands
Luna,Labrador Retriever,"(42.38832889, -71.12285774)",42.38832889,-71.12285774,North Cambridge
Luna,Maltese Mix,"(42.38600015, -71.12906117)",42.38600015,-71.12906117,Neighborhood Nine
Luna,Labrador Retriever Mix,"(42.38094961, -71.13963597)",42.38094961,-71.13963597,West Cambridge
Luna,Shep,"(42.3802597, -71.14164194)",42.3802597,-71.14164194,West Cambridge
Luna,Mix,"(42.39747764, -71.12925523)",42.39747764,-71.12925523,North Cambridge
Luna,Mix,"(42.36210033, -71.1053621)",42.36210033,-71.1053621,Cambridgeport
Luna,Labradoodle,"(42.3861186, -71.13533227)",42.3861186,-71.13533227,Neighborhood Nine
Luna,Husky,"(42.36390665, -71.11140229)",42.36390665,-71.11140229,Riverside
Luna,Pug,"(42.37587437, -71.10607277)",42.37587437,-71.10607277,Mid-Cambridge
Luna,Labrador Retriever,"(42.39376836, -71.1281823)",42.39376836,-71.1281823,North Cambridge
Lupa,Iceladic Sheepdog,"(42.36948585, -71.09430098)",42.36948585,-71.09430098,Wellington-Harrington
Lupin,Jindo,"(42.3697258, -71.109009)",42.3697258,-71.109009,Mid-Cambridge
Lupin,Canaan,"(42.36993237, -71.10871481)",42.36993237,-71.10871481,Mid-Cambridge
Lupin,Jindo,"(42.37038927, -71.10983177)",42.37038927,-71.10983177,Mid-Cambridge
Lupo,Cockapoo,"(42.38278109, -71.13452362)",42.38278109,-71.13452362,West Cambridge
Lupus,Husky Mix,"(42.37143019, -71.10765864)",42.37143019,-71.10765864,Mid-Cambridge
Lutek,Labrador,"(42.36423373, -71.10561744)",42.36423373,-71.10561744,Cambridgeport
Lux,Chihuahua Dachsund Mix,"(42.36968523, -71.09068255)",42.36968523,-71.09068255,Wellington-Harrington
Luxx,Brittany,"(42.37278625, -71.0895186)",42.37278625,-71.0895186,Wellington-Harrington
Lyanna,Brittany,"(42.39471194, -71.13234143)",42.39471194,-71.13234143,North Cambridge
Lydia,Terrier,"(42.37992255, -71.12531381)",42.37992255,-71.12531381,Neighborhood Nine
Lydia,Cocker Spaniel,"(42.36505906, -71.10895734)",42.36505906,-71.10895734,Riverside
Lyra,English Pointer,"(42.3832312, -71.12881196)",42.3832312,-71.12881196,Neighborhood Nine
Mac,Australian Shepherd,"(42.37902253, -71.15177215)",42.37902253,-71.15177215,Strawberry Hill
Mac,Boxer,"(42.3700066, -71.10224116)",42.3700066,-71.10224116,Mid-Cambridge
Mac,Miniature Poodle,"(42.37532252, -71.12891181)",42.37532252,-71.12891181,West Cambridge
Mac,LABRADOR RETRIEVER,"(42.37296377, -71.0983641)",42.37296377,-71.0983641,Wellington-Harrington
Mac,French Bulldog,"(42.36754177, -71.09634695)",42.36754177,-71.09634695,The Port
Mac,Goldendoodle,"(42.36788007, -71.09743644)",42.36788007,-71.09743644,The Port
Macallan,Lhasa Apso,"(42.37298869, -71.09872824)",42.37298869,-71.09872824,Wellington-Harrington
Macallan,Border Collie,"(42.38122769, -71.14056592)",42.38122769,-71.14056592,West Cambridge
Macchiato,Labradoddle,"(42.37477356, -71.12660312)",42.37477356,-71.12660312,West Cambridge
Macie,Chihuahua,"(42.37621993, -71.1520808)",42.37621993,-71.1520808,Strawberry Hill
Maciver,Beagle,"(42.38479049, -71.11409841)",42.38479049,-71.11409841,Agassiz
Mack,Border Terrier,"(42.37811926, -71.11158323)",42.37811926,-71.11158323,Agassiz
