Dog_Name,Dog_Breed,Location_masked,Latitude_masked,Longitude_masked
Leoboldo,0,"(42.3732735, -71.09614735)",42.3732735,-71.09614735
Leon,Jack Russell Terrier,"(42.37400653, -71.12612857)",42.37400653,-71.12612857
Leon,Jack Russell Terrier,"(42.37567309, -71.12668452)",42.37567309,-71.12668452
Leon,Labrador Retriever,"(42.386756, -71.11841291)",42.386756,-71.11841291
Leonard,Bichon Frise,"(42.39917145, -71.13487107)",42.39917145,-71.13487107
Leonardo,Pomeranian,"(42.36431393, -71.09587571)",42.36431393,-71.09587571
Leonardo Raser,Shephard Mix,"(42.36911868, -71.08593623)",42.36911868,-71.08593623
Leopold,Labradoodle,"(42.37793668, -71.13889062)",42.37793668,-71.13889062
Leroi,Miniature Poodle,"(42.38113653, -71.14465459)",42.38113653,-71.14465459
Leroy,Labrador Retreiver,"(42.36318947, -71.10817645)",42.36318947,-71.10817645
Lester,Border Collie,"(42.36932185, -71.10315719)",42.36932185,-71.10315719
Lettie,Schnauzer X,"(42.3890145, -71.13329674)",42.3890145,-71.13329674
Levi,Labradoddle,"(42.3823602, -71.11296834)",42.3823602,-71.11296834
Levon,Labrador Retriever,"(42.3828685, -71.13727583)",42.3828685,-71.13727583
Lewi,Corgi,"(42.3723753, -71.1117268)",42.3723753,-71.1117268
Lewis,Long Hair Chihuahua,"(42.37773172, -71.14656713)",42.37773172,-71.14656713
Lex,Pomeranian Mix,"(42.36526532, -71.07932084)",42.36526532,-71.07932084
Lexi,Maltese,"(42.38353625, -71.14240175)",42.38353625,-71.14240175
Lexi,Pomeranian,"(42.37767637, -71.12021452)",42.37767637,-71.12021452
Lexi,Labrador Retriever,"(42.38952882, -71.11936834)",42.38952882,-71.11936834
Lexi,Golden Retriever,"(42.38370777, -71.13106358)",42.38370777,-71.13106358
Lexi,Cav. King Charles Spaniel,"(42.37069054, -71.07492861)",42.37069054,-71.07492861
Lexi,Pit Bull,"(42.36574147, -71.09867497)",42.36574147,-71.09867497
Lexie,Golden Retriever,"(42.39283865, -71.14632502)",42.39283865,-71.14632502
Lexington,Poodle,"(42.39733662, -71.13316099)",42.39733662,-71.13316099
Liebchen,Bernese Mountain Dog,"(42.38352469, -71.11705396)",42.38352469,-71.11705396
Lighting,Chow,"(42.37249999, -71.1021595)",42.37249999,-71.1021595
Liko,Lundehund,"(42.35777481, -71.10527377)",42.35777481,-71.10527377
Lila,Jack Russel Terrier,"(42.37368967, -71.12358718)",42.37368967,-71.12358718
Lila,Border Terrier Mix,"(42.38936171, -71.12684964)",42.38936171,-71.12684964
Lila,Labrador Retreiver,"(42.3955084, -71.13470261)",42.3955084,-71.13470261
Lila,Boxer,"(42.38831623, -71.12362746)",42.38831623,-71.12362746
Lila,Silky Terrier,"(42.3767367, -71.10704546)",42.3767367,-71.10704546
Lil Bear,Bichon Frise,"(42.39791966, -71.13141676)",42.39791966,-71.13141676
Lil Bit,Boxer,"(42.38561931, -71.131155)",42.38561931,-71.131155
Lillie,Beagle,"(42.38018761, -71.10872044)",42.38018761,-71.10872044
Lilly,Maltese,"(42.36912647, -71.07099206)",42.36912647,-71.07099206
Lilly,Tibetan Terrier,"(42.37988483, -71.1197375)",42.37988483,-71.1197375
Lilly,Shep,"(42.37150863, -71.07817337)",42.37150863,-71.07817337
Lilly,Labrador Retriever Mix,"(42.36197551, -71.10324168)",42.36197551,-71.10324168
Lilly,Mix,"(42.39253144, -71.12344354)",42.39253144,-71.12344354
Lilly,Shih Tzu,"(42.37093802, -71.08695902)",42.37093802,-71.08695902
Lilly,Terrier Mix,"(42.39838889, -71.13148068)",42.39838889,-71.13148068
Lilly,Maltese,"(42.36920483, -71.07189613)",42.36920483,-71.07189613
Lilly,German Shepherd,"(42.37416363, -71.09963922)",42.37416363,-71.09963922
Lilly,Bull Terrier,"(42.37515921, -71.13871232)",42.37515921,-71.13871232
Lilly,Cockalier,"(42.36548094, -71.09921187)",42.36548094,-71.09921187
Lilly,Terrier Mix,"(42.39844672, -71.13146035)",42.39844672,-71.13146035
Lilly Messina,Boxer Mix,"(42.37150493, -71.07812701)",42.37150493,-71.07812701
Lilo,Husky,"(42.35568249, -71.09821195)",42.35568249,-71.09821195
Lilo,Minature Schnauzer,"(42.39406442, -71.14702989)",42.39406442,-71.14702989
Lilo,Schnauzer,"(42.39587454, -71.1472232)",42.39587454,-71.1472232
Lily,Shih Tzu,"(42.38022245, -71.11680577)",42.38022245,-71.11680577
Lily,Chihuahua,"(42.3725104, -71.09817918)",42.3725104,-71.09817918
Lily,Shih Tzu,"(42.37883186, -71.10739137)",42.37883186,-71.10739137
Lily,Golden Retriever,"(42.37711149, -71.10763886)",42.37711149,-71.10763886
Lily,Yorksire Terrier,"(42.37159211, -71.08109749)",42.37159211,-71.08109749
Lily,Samoyed,"(42.39469882, -71.13827998)",42.39469882,-71.13827998
Lily,Chihuahua,"(42.37774148, -71.14604044)",42.37774148,-71.14604044
Lily,Labrador Retriver,"(42.3807546, -71.12355819)",42.3807546,-71.12355819
Lily,Hound,"(42.36933832, -71.09089817)",42.36933832,-71.09089817
Lily,Hound Mix,"(42.37001225, -71.09049645)",42.37001225,-71.09049645
Lily,Vizsla,"(42.39604664, -71.13358459)",42.39604664,-71.13358459
Lily,Spaniel,"(42.38424156, -71.15902265)",42.38424156,-71.15902265
Lily,Labrador Retriever,"(42.379673, -71.12633404)",42.379673,-71.12633404
Lily,Border Collie Mix,"(42.36893851, -71.07148183)",42.36893851,-71.07148183
Lily,German Shepherd X,"(42.36783752, -71.09033534)",42.36783752,-71.09033534
Lily,Golden Retriever,"(42.36812673, -71.11304133)",42.36812673,-71.11304133
Lily,Shih Tzu,"(42.36778429, -71.08610149)",42.36778429,-71.08610149
Lily,Labrador Retreiver,"(42.3831995, -71.14165581)",42.3831995,-71.14165581
Lily,Lab / Shephered Mix,"(42.37129322, -71.09529788)",42.37129322,-71.09529788
Lily,Standard Schnauzer,"(42.36793965, -71.09407712)",42.36793965,-71.09407712
Lily,Minature Poodle,"(42.36509715, -71.10065565)",42.36509715,-71.10065565
Lily,Dalmatian,"(42.38458264, -71.11750478)",42.38458264,-71.11750478
Lily,Dachshund,"(42.37824769, -71.14732311)",42.37824769,-71.14732311
Lily,Boston Terrier,"(42.38036877, -71.13552379)",42.38036877,-71.13552379
Lily,Miniature Schnauzer,"(42.37072442, -71.08091258)",42.37072442,-71.08091258
Lily,Irish Setter,"(42.37202849, -71.10156399)",42.37202849,-71.10156399
Lily,Bichon Frise,"(42.37288398, -71.09065157)",42.37288398,-71.09065157
Lina,Miniature Poodle,"(42.38192944, -71.13381819)",42.38192944,-71.13381819
Lincoln,Great Pyrenees,"(42.36530855, -71.08395235)",42.36530855,-71.08395235
Lincoln,Maltipoo,"(42.37795618, -71.12138983)",42.37795618,-71.12138983
Lincoln,Maltese Mix,"(42.377093, -71.12041948)",42.377093,-71.12041948
Linus,French Bulldog,"(42.39564642, -71.147508)",42.39564642,-71.147508
Linus,Silky Terrier,"(42.36334284, -71.09915207)",42.36334284,-71.09915207
Linus,Brittany Spaniel Mix,"(42.36950554, -71.08327369)",42.36950554,-71.08327369
Linus,French Bulldog,"(42.39553922, -71.14647532)",42.39553922,-71.14647532
Liny,Terrier,"(42.36233892, -71.10965557)",42.36233892,-71.10965557
Lita,Lab Mix,"(42.37264988, -71.08229624)",42.37264988,-71.08229624
Little Guy,Petit Basset Griffon Vendeen,"(42.39429722, -71.14748081)",42.39429722,-71.14748081
Little Joe (Jojo Or Joe ),Dashshund Mix,"(42.37379315, -71.10909198)",42.37379315,-71.10909198
Little Juda,Yorkie Poo,"(42.4034161, -71.13469261)",42.4034161,-71.13469261
Liv,Jack Russel Terrier,"(42.35721059, -71.10716802)",42.35721059,-71.10716802
Livvie,Pug,"(42.36416616, -71.08289386)",42.36416616,-71.08289386
Liza,Labrador Retriever,"(42.38533411, -71.13036967)",42.38533411,-71.13036967
Liza Iliades,Terrier Pit Bull,"(42.37105042, -71.07218149)",42.37105042,-71.07218149
Lizze,Labrador Retriever,"(42.3743687, -71.12680491)",42.3743687,-71.12680491
Lizzie,Standard Poodle,"(42.36464252, -71.08372912)",42.36464252,-71.08372912
Lizzy,Golden Retriever,"(42.36972378, -71.08287597)",42.36972378,-71.08287597
Loa,Labrador Retreiver,"(42.38100202, -71.12401599)",42.38100202,-71.12401599
Lobito,Siberian Husky,"(42.37021615, -71.08328697)",42.37021615,-71.08328697
Lobito,Siberian Husky,"(42.36996746, -71.08385637)",42.36996746,-71.08385637
Logan,Golden Retriever,"(42.37186857, -71.08490028)",42.37186857,-71.08490028
Logan,Estrela Mountain,"(42.36258175, -71.1055093)",42.36258175,-71.1055093
Logan,Golden Retriever,"(42.37014356, -71.07206286)",42.37014356,-71.07206286
Logan,Bichon Frise Mix,"(42.37076427, -71.10599476)",42.37076427,-71.10599476
Logan,Yorksire Terrier,"(42.37194136, -71.10075488)",42.37194136,-71.10075488
Logan,Labrador Retriever Mix,"(42.37160038, -71.07780594)",42.37160038,-71.07780594
Logan,Boykin Spaniel,"(42.37003208, -71.10841187)",42.37003208,-71.10841187
Logan,Lab Ret Mix,"(42.37246153, -71.07879461)",42.37246153,-71.07879461
Loki,Rat Terrier,"(42.37822948, -71.14625892)",42.37822948,-71.14625892
Loki,Toy Fox Terrier,"(42.3883781, -71.14375608)",42.3883781,-71.14375608
Loki,Saluki,"(42.37146566, -71.10073034)",42.37146566,-71.10073034
Loki,Maltese,"(42.37056263, -71.1142092)",42.37056263,-71.1142092
Loki,Chihuahua,"(42.36088103, -71.10628684)",42.36088103,-71.10628684
Loki,TERRIER X,"(42.39031115, -71.11957786)",42.39031115,-71.11957786
Lola,Lab Mix,"(42.38561125, -71.13658711)",42.38561125,-71.13658711
Lola,Yorksire Terrier,"(42.36833181, -71.09667777)",42.36833181,-71.09667777
Lola,Flat Coated Retriever,"(42.38625695, -71.12998826)",42.38625695,-71.12998826
Lola,Flat Coated Retriever,"(42.38650696, -71.13007894)",42.38650696,-71.13007894
Lola,Havanese,"(42.37799237, -71.13608245)",42.37799237,-71.13608245
Lola,Chihuahua Mix,"(42.38873839, -71.12566722)",42.38873839,-71.12566722
Lola,Cavapoo,"(42.37884389, -71.12110808)",42.37884389,-71.12110808
Lola,Toy Poodle,"(42.37693666, -71.1472587)",42.37693666,-71.1472587
Lola,Coonhound,"(42.39261149, -71.13190153)",42.39261149,-71.13190153
Lola,Mastiff Mix,"(42.39846289, -71.13018337)",42.39846289,-71.13018337
Lola,Toy Poodle,"(42.37099856, -71.07627899)",42.37099856,-71.07627899
Lola,Boxer,"(42.3623697, -71.11277195)",42.3623697,-71.11277195
Lola,Mix,"(42.38420185, -71.12255643)",42.38420185,-71.12255643
Lola,Chihuahua,"(42.36423102, -71.09611674)",42.36423102,-71.09611674
Lola,Labrador Retriever,"(42.38185425, -71.13071224)",42.38185425,-71.13071224
Lola,Maltese,"(42.37112557, -71.09311737)",42.37112557,-71.09311737
Lola,Norfolk Terrier,"(42.36754424, -71.09453401)",42.36754424,-71.09453401
Lola,Shep. Mix,"(42.37190232, -71.08034093)",42.37190232,-71.08034093
Lola,Cavalier King Charles Spaniel,"(42.37037074, -71.073874)",42.37037074,-71.073874
Lola,Labrador Retriever X,"(42.37818425, -71.1477614)",42.37818425,-71.1477614
Lola,Springer Spaniel,"(42.35851584, -71.10845726)",42.35851584,-71.10845726
Lola,Dachshund X,"(42.38554618, -71.1396064)",42.38554618,-71.1396064
Lola,Cocker Spaniel,"(42.39039337, -71.1439657)",42.39039337,-71.1439657
Lola,Yorksire Terrier,"(42.37180072, -71.10165728)",42.37180072,-71.10165728
Lola,Australian Shepherd X,"(42.3816773, -71.12218294)",42.3816773,-71.12218294
Lola,Labrador Retriever,"(42.39484405, -71.13480711)",42.39484405,-71.13480711
Lola,Mixed,"(42.37053773, -71.07311855)",42.37053773,-71.07311855
Lola,Pug Mix,"(42.39262535, -71.13317963)",42.39262535,-71.13317963
Lola,Bulldog,"(42.37069328, -71.07367588)",42.37069328,-71.07367588
Lola,PAPILLON,"(42.39530853, -71.12711274)",42.39530853,-71.12711274
Lola,Yorkie Terrier,"(42.36310633, -71.09829304)",42.36310633,-71.09829304
Lola,Cockerpoo,"(42.37323442, -71.10497056)",42.37323442,-71.10497056
Lola,Ger Shep Mix,"(42.38442132, -71.13572642)",42.38442132,-71.13572642
Lola,Dachshund,"(42.39255209, -71.14553449)",42.39255209,-71.14553449
Lola,Corgi,"(42.38026506, -71.12547071)",42.38026506,-71.12547071
Lola,Labradoddle,"(42.37815172, -71.13982635)",42.37815172,-71.13982635
Lola Estepe,Pitbull,"(42.38428187, -71.1361272)",42.38428187,-71.1361272
Lola Jane,Pekingese,"(42.3884031, -71.14499469)",42.3884031,-71.14499469
Lolita,Cocker Spaniel,"(42.39607347, -71.12985663)",42.39607347,-71.12985663
Lollie,Dachshund,"(42.3708847, -71.09743247)",42.3708847,-71.09743247
Lolly Poppins,Bernese Mountain Dog,"(42.37941799, -71.12394818)",42.37941799,-71.12394818
Lolo,German Shorthair Pointer,"(42.38359145, -71.13368144)",42.38359145,-71.13368144
Loopy,Whippet,"(42.39195338, -71.12490126)",42.39195338,-71.12490126
Lorelei,Greyhound,"(42.37077548, -71.08806825)",42.37077548,-71.08806825
Lorenzo,Poodle,"(42.38628889, -71.12564747)",42.38628889,-71.12564747
Lotus,Cane Corso,"(42.40069395, -71.13424596)",42.40069395,-71.13424596
Lotus,Poodle,"(42.3605418, -71.10725034)",42.3605418,-71.10725034
Lou,Pug,"(42.39406771, -71.1469682)",42.39406771,-71.1469682
Louie,Yorkshier Terrier,"(42.379414, -71.11986773)",42.379414,-71.11986773
Louie,Beagle,"(42.37869549, -71.15150641)",42.37869549,-71.15150641
Louie,Dachshund,"(42.38097623, -71.13159048)",42.38097623,-71.13159048
Louie,Toy Poodle,"(42.37877988, -71.12092738)",42.37877988,-71.12092738
Louie,Beagle,"(42.38409237, -71.11707097)",42.38409237,-71.11707097
Louie,Puggle,"(42.36877275, -71.11111714)",42.36877275,-71.11111714
Louie,Yorksire Terrier,"(42.40028656, -71.15268458)",42.40028656,-71.15268458
Louie,Chow Chow,"(42.37032643, -71.07435362)",42.37032643,-71.07435362
Louie,Miniature Poodle,"(42.36836223, -71.08382211)",42.36836223,-71.08382211
Louie,Labrador Retriever,"(42.36026901, -71.10813992)",42.36026901,-71.10813992
Louie,Yorkshire Terrier,"(42.36527015, -71.09992152)",42.36527015,-71.09992152
Louie,Poodle,"(42.36300039, -71.07825603)",42.36300039,-71.07825603
Louie,Bichon,"(42.37200533, -71.07457659)",42.37200533,-71.07457659
Louie,French Bulldog,"(42.39105471, -71.14608006)",42.39105471,-71.14608006
Louie,French Bulldog,"(42.39287681, -71.14590816)",42.39287681,-71.14590816
Louie,Standard Poodle,"(42.39080445, -71.13941683)",42.39080445,-71.13941683
Louie,English Bulldog,"(42.37244368, -71.07877949)",42.37244368,-71.07877949
Louie,Corgi,"(42.37095975, -71.11358395)",42.37095975,-71.11358395
Louie,Australian Cattle Dog,"(42.37237165, -71.08226677)",42.37237165,-71.08226677
Louie,Golden Retriever,"(42.38304652, -71.13254752)",42.38304652,-71.13254752
Louie,Goldendoodle,"(42.38388766, -71.1325435)",42.38388766,-71.1325435
Louie,Pekingese,"(42.39400275, -71.15511148)",42.39400275,-71.15511148
Louie,American Hairless Terrier,"(42.38405986, -71.11575619)",42.38405986,-71.11575619
Louis,Cavalier King Charles Spaniel,"(42.35835436, -71.10532241)",42.35835436,-71.10532241
Louis,French Bulldog,"(42.36877532, -71.11244068)",42.36877532,-71.11244068
Louis,Pekingese,"(42.37235258, -71.09391281)",42.37235258,-71.09391281
Louis,Maltese / Poodle Mix,"(42.36643714, -71.10395004)",42.36643714,-71.10395004
Louisa,Collie,"(42.35713067, -71.11208813)",42.35713067,-71.11208813
Louise,Portuguese Water Dog,"(42.39088637, -71.13168139)",42.39088637,-71.13168139
Lou Lou,Petit Basset Griffon Vendeen,"(42.37849956, -71.13716572)",42.37849956,-71.13716572
Lou Lou,Cockerpoo,"(42.38872222, -71.12830704)",42.38872222,-71.12830704
Love,Chihuahua,"(42.35679364, -71.10695868)",42.35679364,-71.10695868
Lovie,Shih Tzu,"(42.3824962, -71.11356635)",42.3824962,-71.11356635
Lua,Labradoddle,"(42.37074905, -71.08454249)",42.37074905,-71.08454249
Luc,Poodle,"(42.36771401, -71.09407609)",42.36771401,-71.09407609
Luc,LABRADOR RETRIEVER,"(42.37673972, -71.12856129)",42.37673972,-71.12856129
Luca,German Shepherd,"(42.36658518, -71.10460954)",42.36658518,-71.10460954
Lucas,Petit Basset Griffon Vendeen,"(42.39500476, -71.12967224)",42.39500476,-71.12967224
Lucca,Poodle,"(42.39213797, -71.1301651)",42.39213797,-71.1301651
Lucca,Flat Coated Retriever,"(42.38580505, -71.12644063)",42.38580505,-71.12644063
Lucca,Border Collie Mix,"(42.37611775, -71.12956276)",42.37611775,-71.12956276
Luci,West Highland White Terrier,"(42.39499709, -71.14312323)",42.39499709,-71.14312323
Lucia,Dachshund,"(42.36625405, -71.09490268)",42.36625405,-71.09490268
Lucic,German Shepherd,"(42.365834, -71.09703775)",42.365834,-71.09703775
Lucie,Golden Retriever,"(42.38499735, -71.13078855)",42.38499735,-71.13078855
Lucky,Chihuahua,"(42.38390855, -71.13488754)",42.38390855,-71.13488754
Lucky,Labrador Retreiver,"(42.38105123, -71.116913)",42.38105123,-71.116913
Lucky,Tibetan Terrier,"(42.39162502, -71.13136613)",42.39162502,-71.13136613
Lucky,Chihuahua X,"(42.367351, -71.09707888)",42.367351,-71.09707888
Lucky,Labrador Retreiver,"(42.38389724, -71.13434149)",42.38389724,-71.13434149
Lucky,West Highland White Terrier,"(42.3751628, -71.14155984)",42.3751628,-71.14155984
Lucy,Labrador Retreiver,"(42.38052534, -71.12497423)",42.38052534,-71.12497423
Lucy,Boston Terrier,"(42.38396666, -71.12451843)",42.38396666,-71.12451843
Lucy,Labrador Retreiver,"(42.39267262, -71.1369791)",42.39267262,-71.1369791
Lucy,Yorksire Terrier,"(42.381114, -71.11960259)",42.381114,-71.11960259
Lucy,Dalmation,"(42.38089721, -71.13183167)",42.38089721,-71.13183167
Lucy,Bernese Mountain Dog,"(42.36498901, -71.08350629)",42.36498901,-71.08350629
Lucy,Mix,"(42.38003889, -71.11764642)",42.38003889,-71.11764642
Lucy,Labrador Retreiver,"(42.38972608, -71.11971479)",42.38972608,-71.11971479
Lucy,Labrador Retriever,"(42.377812, -71.13727815)",42.377812,-71.13727815
Lucy,Cockapoo,"(42.35898106, -71.10744467)",42.35898106,-71.10744467
Lucy,Shih Tzu/ Poodle,"(42.38104446, -71.11614242)",42.38104446,-71.11614242
Lucy,Miniature Schnauzer,"(42.35711065, -71.11014917)",42.35711065,-71.11014917
Lucy,Shep,"(42.39553662, -71.13460793)",42.39553662,-71.13460793
Lucy,Labrador Retriever,"(42.37548964, -71.13077641)",42.37548964,-71.13077641
Lucy,Jack Russell Terrier,"(42.36915196, -71.11125484)",42.36915196,-71.11125484
Lucy,Boxer,"(42.3654969, -71.09795024)",42.3654969,-71.09795024
Lucy,Cockapoo,"(42.36244308, -71.10634978)",42.36244308,-71.10634978
Lucy,Lab/Boxer,"(42.39855557, -71.1350864)",42.39855557,-71.1350864
Lucy,Scottish Terrier,"(42.38566567, -71.12022303)",42.38566567,-71.12022303
Lucy,West Highland White Terrier,"(42.365558, -71.10800001)",42.365558,-71.10800001
Lucy,Beagle,"(42.38201817, -71.13303334)",42.38201817,-71.13303334
Lucy,Jack Russel Terrier,"(42.39486421, -71.14186849)",42.39486421,-71.14186849
Lucy,Labradoodle,"(42.37312653, -71.12068186)",42.37312653,-71.12068186
Lucy,Labradoddle,"(42.35976514, -71.10897546)",42.35976514,-71.10897546
Lucy,Golden Retr Mix,"(42.36783161, -71.11086449)",42.36783161,-71.11086449
Lucy,Havanese,"(42.3775222, -71.13610335)",42.3775222,-71.13610335
Lucy,Boxer,"(42.39031508, -71.14449483)",42.39031508,-71.14449483
Lucy,Bearded Collie,"(42.39435877, -71.15595184)",42.39435877,-71.15595184
Lucy,Labradoddle,"(42.37738849, -71.13350402)",42.37738849,-71.13350402
Lucy,Labrador Retreiver,"(42.36757871, -71.11119967)",42.36757871,-71.11119967
Lucy,Border Collie,"(42.37762209, -71.14355076)",42.37762209,-71.14355076
Lucy,Chihuahua X,"(42.36027676, -71.10676308)",42.36027676,-71.10676308
Lucy,Bloodhound,"(42.38670132, -71.13926495)",42.38670132,-71.13926495
Lucy,Bassett Hound,"(42.36841491, -71.07191827)",42.36841491,-71.07191827
Lucy,Dalmation,"(42.37394335, -71.12151724)",42.37394335,-71.12151724
Lucy,Golden Retriever,"(42.39342454, -71.15796001)",42.39342454,-71.15796001
Lucy,Puggle,"(42.36482249, -71.08373319)",42.36482249,-71.08373319
Lucy,Labrador Retreiver,"(42.38027344, -71.12527197)",42.38027344,-71.12527197
Lucy,Portuguese Water Dog,"(42.37530249, -71.13769127)",42.37530249,-71.13769127
Lucy,Labrador Retriever Mix,"(42.39085249, -71.12109051)",42.39085249,-71.12109051
Lucy,Shep Mix,"(42.38285714, -71.11489397)",42.38285714,-71.11489397
Lucy,Havanese,"(42.36526051, -71.10925429)",42.36526051,-71.10925429
Lucy,Mix,"(42.3950856, -71.15496242)",42.3950856,-71.15496242
Lucy,Hound,"(42.39630487, -71.13399755)",42.39630487,-71.13399755
Lucy,Cockerpoo,"(42.37504613, -71.12527138)",42.37504613,-71.12527138
Lucy,Golden Retriever,"(42.3812492, -71.1327445)",42.3812492,-71.1327445
Lucy,English Bulldog,"(42.36963202, -71.1083186)",42.36963202,-71.1083186
Lucy,Hound Mix,"(42.3930702, -71.14652789)",42.3930702,-71.14652789
Lucy,English Bulldog,"(42.36700278, -71.07946735)",42.36700278,-71.07946735
Lucy,Boston Terrier,"(42.38011811, -71.1349623)",42.38011811,-71.1349623
Lucy,Labrador,"(42.37146649, -71.08551932)",42.37146649,-71.08551932
Lucy Niles-Rich,Beagle Mix,"(42.3687189, -71.11275641)",42.3687189,-71.11275641
Luibarin,Papillion,"(42.39356966, -71.13788786)",42.39356966,-71.13788786
Luigi,Lagotto Romagnolo,"(42.39559954, -71.14834705)",42.39559954,-71.14834705
Luigi,Lagotto Romagnolo,"(42.39593, -71.14727645)",42.39593,-71.14727645
Luigi,Yorkshire Terrier,"(42.35738883, -71.1081973)",42.35738883,-71.1081973
Lujah,Golden Retriever Mix,"(42.3834345, -71.1310327)",42.3834345,-71.1310327
Luka,Labrador Retriever,"(42.38058368, -71.15371902)",42.38058368,-71.15371902
Luka,Siberian Husky,"(42.39465256, -71.13440946)",42.39465256,-71.13440946
Luka,Yorkshire Terrier,"(42.39337988, -71.12155005)",42.39337988,-71.12155005
Luke,Shiba Inu,"(42.39028345, -71.11997103)",42.39028345,-71.11997103
Luke,Labrador Retriever,"(42.39166938, -71.12863136)",42.39166938,-71.12863136
Luke,Golden Doodle,"(42.3754666, -71.14504313)",42.3754666,-71.14504313
Luke,Brittany Spaniel,"(42.36508847, -71.11087882)",42.36508847,-71.11087882
Luke,German Shepherd,"(42.36510433, -71.10918532)",42.36510433,-71.10918532
Lukla,German Shepherd,"(42.3922905, -71.15719306)",42.3922905,-71.15719306
Lula,Pit Bull,"(42.37216505, -71.10808064)",42.37216505,-71.10808064
Lulah,Toy Poodle,"(42.36913174, -71.09498273)",42.36913174,-71.09498273
Lulu,Yorkie Poo,"(42.39199366, -71.13213502)",42.39199366,-71.13213502
Lulu,Yorkshier Terrier,"(42.39595551, -71.13143763)",42.39595551,-71.13143763
Lulu,Labrador Retreiver,"(42.37908312, -71.13193231)",42.37908312,-71.13193231
Lulu,Beagle Mix,"(42.38016081, -71.13769463)",42.38016081,-71.13769463
Lulu,Pug,"(42.39578094, -71.14667239)",42.39578094,-71.14667239
Lulu,Nova Scotia Duck Tolling Retriever,"(42.38650691, -71.13472888)",42.38650691,-71.13472888
Lulu,Sato,"(42.36229627, -71.10219354)",42.36229627,-71.10219354
Lulu,Aust Shep Mix,"(42.36069317, -71.10829541)",42.36069317,-71.10829541
Lulu,Miniature Poodle,"(42.39155308, -71.12721749)",42.39155308,-71.12721749
Lulu,Corgi Mix,"(42.36892644, -71.09372549)",42.36892644,-71.09372549
Lulu,Pit Bull,"(42.36491892, -71.09792122)",42.36491892,-71.09792122
Lulu,Wheaten Terrier,"(42.37388831, -71.12660967)",42.37388831,-71.12660967
Lulu,Terrier,"(42.36197863, -71.10492654)",42.36197863,-71.10492654
Lulu,Golden Doodle,"(42.39244486, -71.14666446)",42.39244486,-71.14666446
Lulu,Poodle,"(42.39058391, -71.13348186)",42.39058391,-71.13348186
Lulu,Yorkshire Terrier,"(42.37373027, -71.09795444)",42.37373027,-71.09795444
Lulu,Border Collie Mix,"(42.38089658, -71.14214204)",42.38089658,-71.14214204
Lu Lu,Labrador Retriever,"(42.37047854, -71.0972532)",42.37047854,-71.0972532
Luna,Miniature Schnauzer,"(42.38496121, -71.12684902)",42.38496121,-71.12684902
Luna,Labrador Retriever,"(42.38723896, -71.1194765)",42.38723896,-71.1194765
Luna,Cairn Terrier,"(42.38416802, -71.13343507)",42.38416802,-71.13343507
Luna,Labrador Retriever Mix,"(42.38094961, -71.13963597)",42.38094961,-71.13963597
Luna,Husky,"(42.3887432, -71.14505559)",42.3887432,-71.14505559
Luna,Papillion,"(42.39432998, -71.14789084)",42.39432998,-71.14789084
Luna,Mix,"(42.36210033, -71.1053621)",42.36210033,-71.1053621
Luna,Standard Poodle,"(42.37498973, -71.13952571)",42.37498973,-71.13952571
Luna,Husky,"(42.36390665, -71.11140229)",42.36390665,-71.11140229
Luna,Labrador Retreiver,"(42.39376836, -71.1281823)",42.39376836,-71.1281823
Luna,Mutt,"(42.37179654, -71.07760987)",42.37179654,-71.07760987
Luna,Labrador Retreiver,"(42.38832889, -71.12285774)",42.38832889,-71.12285774
Luna,Cockerpoo,"(42.39311682, -71.12916672)",42.39311682,-71.12916672
Luna,French Bulldog,"(42.38780614, -71.12756806)",42.38780614,-71.12756806
Luna,Corgi Pembroke Welsh,"(42.38654892, -71.13039233)",42.38654892,-71.13039233
Luna,German Shepherd,"(42.36379099, -71.11407633)",42.36379099,-71.11407633
Luna,PAPILLON,"(42.3627747, -71.1040067)",42.3627747,-71.1040067
Luna,Labrador Retreiver,"(42.3772037, -71.1499687)",42.3772037,-71.1499687
Luna,Labradoodle,"(42.3861186, -71.13533227)",42.3861186,-71.13533227
Luna,Pug,"(42.37587437, -71.10607277)",42.37587437,-71.10607277
Luna,Maltese Mix,"(42.38600015, -71.12906117)",42.38600015,-71.12906117
Luna,Shep,"(42.3802597, -71.14164194)",42.3802597,-71.14164194
Luna,Terrier,"(42.39110283, -71.13216025)",42.39110283,-71.13216025
Luna,Mix,"(42.39747764, -71.12925523)",42.39747764,-71.12925523
Luna,Goldendoodle,"(42.39671407, -71.1328918)",42.39671407,-71.1328918
Luna,Labradoddle,"(42.38573766, -71.13044023)",42.38573766,-71.13044023
Luna,Siberian Husky,"(42.3628658, -71.10983819)",42.3628658,-71.10983819
Luna,Italian Greyhound Mix,"(42.39435558, -71.14795248)",42.39435558,-71.14795248
Luna,West Highland White Terrier,"(42.37182757, -71.10818431)",42.37182757,-71.10818431
Luna,English Labrador Retriever,"(42.38717436, -71.1196174)",42.38717436,-71.1196174
Luna,Cavalier King Charles Spaniel,"(42.39929598, -71.13358098)",42.39929598,-71.13358098
Lupa,Iceladic Sheepdog,"(42.36948585, -71.09430098)",42.36948585,-71.09430098
Lupin,Jindo,"(42.37038927, -71.10983177)",42.37038927,-71.10983177
Lupin,Jindo,"(42.3697258, -71.109009)",42.3697258,-71.109009
