DogName, Count
SCHATZI,1
SCHATZY,1
SCHISM,1
SCHNITZEL,1
SCHOONER,1
SCHROEDER,1
SCHULER,1
SCOTCH,1
SCOTTIE,1
SCOTTY,1
SCOUT P.,1
SCRAMBLES,1
SCRAPS,1
SCRATCH,1
SCRUFFERS,1
SEAMORE,1
SEDONA PIP,1
SEELEY,1
SEIJA,1
SENECA,1
SENETORI,1
SERA,1
SERENA,1
SERGIO,1
SEVEN,1
SEVERAS,1
SEVETTA,1
SHAHARA,1
SHAKIE,1
SHALE,1
SHAMROCK,1
SHANA,1
SHANNON,1
SHANOOK,1
SHAQ,1
SHARPIE,1
SHASHA,1
SHAWN,1
SHAWNI,1
SHEBAH BEAR,1
SHEEBAH,1
SHEEP,1
SHEILA,1
SHELL,1
SHELLY,1
SHEP,1
SHEPARD,1
SHERLOCK B,1
SHERPA,1
SHIBA,1
SHILO,1
SHINOOK,1
SHIPPO,1
SHIRLEY,1
SHOESHINE,1
SHOOTER,1
SHORT STACK,1
SHORTI,1
SHOSHANA,1
SHREDDER,1
SHUFTI,1
SHYANNE,1
SHYLO,1
SHYTIA,1
SIDNEY VIRDE,1
SIF,1
SIG,1
SIGNE,1
SIKU,1
SILKIE,1
SILO,1
SILSA,1
SILVER BELLE,1
SILVIE,1
SIMOND,1
SIN TU,1
SINATRA,1
SINJIN,1
SIPSEY,1
SIR,1
SIR ARTHUR,1
SIR JAKE,1
SIR LOIN TIP,1
SIRIUS,1
SIS,1
SISCO,1
SISTER,1
SITKA ROSE,1
SIVU,1
SJENA,1
SKADI,1
SKA-DOO,1
SKADTHI,1
SKAGIT,1
SKEETER,1
SKEEZ,1
SKEEZIX,1
SKI,1
SKIMO,1
SKIP,1
SKIPPER LEE,1
SKODA,1
SKOOKUM,1
SKY BLUE,1
SKYLAR,1
SKYLER,1
SKYWALKER,1
SLAPPY,1
SLATER,1
SLEEPY,1
SMIKE,1
SMOLTZ,1
S'MORES,1
SNICKERDOODL,1
SNIFFY,1
SNOOKIE,1
SNOOPI,1
SNORRI,1
SNORT,1
SNORTICUS,1
SNOWEE,1
SNOWFLAKE,1
SNOWFLY,1
SNUFFLES,1
SNUFFY,1
SNUGGLES,1
SOCRATES,1
SODA,1
SOFIA,1
SOLAR,1
SOLDAT,1
SOLEIL,1
SOLOMON,1
SOLSTICE,1
SOMBRA,1
SONJA,1
SONNE,1
SONNIE,1
SONOMA,1
SONYA,1
SORELLE,1
SOUNDER,1
SPARKER,1
SPARKEY,1
SPARKLE,1
SPARKLES,1
SPARKPLUG,1
SPARKS,1
SPARROW,1
SPARTACUS,1
SPARTICA,1
SPAZ,1
SPECIAL,1
SPECK,1
SPECKLES,1
SPINK,1
SPINNER,1
SPOOK,1
SPOOKY,1
SPORT,1
SPOTAN,1
SPREE,1
SPRINGER,1
SPRINGZ,1
SPRINKLES,1
SPRITES,1
SPRITZEN,1
SPUD,1
SPUDD,1
SPUDS,1
SPUNK,1
SPYDER,1
SQUALL,1
SQUARE,1
SQUEEK,1
SQUIRM,1
SQUIRT,1
STACHE,1
STARBURST,1
STEIN,1
STELLA BLUE,1
STEVIE,1
STEWART,1
STINSON,1
STONEY,1
STORMIE,1
STORMY JACK,1
STOUT,1
STRAW,1
STRIKER,1
STRYDER,1
STUARTLITTLE,1
STUBBS,1
STUBBY,1
SUBIE,1
SUE-SUE,1
SUFJAN,1
SUGAR JOE,1
SULLEY,1
SULLY,1
SUMITT,1
SUMMER,1
SUMMER THYME,1
SUMMITT,1
SUNDANCE,1
SUNFLOWER,1
SUNGA,1
SURF,1
SURRI,1
SUSHI MAE,1
SUSIE Q II,1
SUZI,1
SUZIE,1
SUZIE Q,1
SUZY,1
SUZY Q,1
SVEN,1
SWAN,1
SWEENEY,1
SWEETNESS,1
SWEETS,1
SWIPER,1
SWIVEL,1
SWIVEL SHOT,1
SWYPER,1
SYDNEY MARIE,1
SYLVIE,1
SYNDEE SUE,1
SYSCO,1
T REX,1
T. C.,1
T.REXI,1
TACKLA,1
TACO,1
TAESHIA,1
TAFFY,1
TAITTI,1
TAJ,1
TAKA,1
TAKO,1
TAKOTNA,1
TAKU,1
TAKU DENALI,1
TAMAR,1
TAMARI,1
TAMI,1
TANGIE,1
TANNA,1
TANNY,1
TAPPER,1
TARA,1
TARI,1
TARKUS,1
TART,1
TASER,1
TASHI,1
TASSIE,1
TATE,1
TATER,1
TATER TOTT,1
TATIA,1
TATIANA,1
TATIYANNA,1
TAWNY,1
TAX,1
TAZO,1
TAZZEE,1
TAZZIE,1
TBONE,1
T-DAWG,1
TEA,1
TECKLA,1
TEDDI,1
TEDDI BEAR,1
TEDDY BEAR,1
TEETE,1
TEGAN,1
TEINE,1
TEKAHN,1
TEKO,1
TEL DOR,1
TEMBA,1
TEMP,1
TENAKEE,1
TEQUILA,1
TESSIE,1
TESSY,1
TETRA,1
TETSUO,1
TEVA,1
THAEOBEO,1
THANE,1
THE DUDE,1
THEA,1
THEADORA,1
THOMAS,1
THUNDER SALL,1
THUNDERBOLT,1
TIARA,1
TIBERIUS,1
TIBOR,1
TICANI,1
TICO,1
TIDBIT,1
TIGA,1
TIGER,1
TIGGY,1
TIKA,1
TIKANI PEARL,1
TIKKI,1
TILA-TEQUILA,1
TILLEY,1
TILLIE,1
TILT,1
TIMBA,1
TIMBRE,1
TIMMY,1
TIMO,1
TIMOTHY,1
TINGNOI,1
TINGTING,1
TINKA,1
TINNIE,1
TIP,1
TIPPER,1
TIPPY TOES,1
TK,1
TOBY II,1
TOGIAK,1
TOJI,1
TOKEN,1
TOKI,1
TOKLAT,1
TOKO,1
TOLI,1
TOLMIN,1
TOMEO,1
TOMODASHI II,1
TONY,1
TOO TOO,1
TOOLI,1
TOOT,1
TOOTHLESS,1
TOOTS,1
TOPO,1
TOPPER,1
TORO,1
TORPEDO,1
TORQUE,1
TOSCA,1
TOSINA,1
TOVA,1
TOVIA,1
TOYA,1
TRACKER,1
TRACY,1
TRANGO,1
TRAVELER,1
TREK,1
TREX,1
TREY,1
TRILEBOO,1
TRILLIAN,1
TRIP,1
TRISCUIT,1
TRITON,1
TRON,1
TROUBLE TOO,1
TROUPER,1
TRUCK,1
TRUE,1
TRUFFLE,1
TRUFFLES,1
TRYGG,1
TUBS,1
TUCKER ROO,1
TUDOR,1
TUGARUS,1
TUGBE,1
TUGG,1
TUGGER,1
TUHKA,1
TUI,1
TULE,1
TULI,1
TULIP,1
TULLA,1
TULLY,1
TUNA,1
TUNDRA JADE,1
TUPIN,1
TURK,1
TURKEY,1
TURKISH,1
TUT,1
TUTSI,1
TWIGGY,1
TWINK,1
TWITTER,1
TWIX,1
TYCHO,1
TYE,1
TYGA,1
TYGE,1
TYPHOID,1
TYRUS,1
UELI,1
UKIAH,1
UKIE,1
ULBRECHT,1
ULLA,1
ULLAR,1
ULLE,1
ULLER,1
UMA,1
UMBRO,1
UNA,1
URSA,1
URSUS,1
USCHI,1
USZKA,1
VALENTINE,1
VALLEY,1
VANELLOPE,1
VAYDA,1
VELLA MARIE,1
VELMA,1
VENN,1
VENNY,1
VENTA GUMS,1
VENTI,1
VENUS,1
VERLIS,1
VERN,1
VERONA,1
VESPA,1
VIC,1
VICTOR,1
VIDA,1
VIDA LOCA,1
VIENNA,1
VIGO,1
VINNIE,1
VINNY,1
VITO,1
VIVA,1
VIVEE,1
VLADIMIR,1
VOLTA,1
VOODOO,1
W,1
WABB,1
WALDO,1
WALLEY,1
WALNUT,1
WASABI,1
WASH,1
WASHBURN,1
WAVERLY,1
WAYLON,1
WEASEL,1
WEDGE,1
WEENIE,1
WEEZER,1
WELLER,1
WELLINGTON,1
WENDELL,1
WENDIGO,1
WENSLEY,1
WESKER,1
WESLEY,1
WESTWOOD,1
WHEELER,1
WHIMSY,1
WHINNIE,1
WHIRRLEY,1
WHISKEY GIRL,1
WHISKEY JACK,1
WHISPER,1
WHITE BOY,1
WHITEY,1
WIGGLEBUTT,1
WILBUR,1
WILE E,1
WILEY COYOTE,1
WILHELMINA,1
WILLIWAW,1
WILLOU,1
WILLOW KAYA,1
WILLS,1
WINDEE,1
WINIFRED,1
WINNIFRED,1
WINSTON CHUR,1
WINSTON II,1
WISHBONE,1
WIZARD,1
WOLFE,1
WOLFIE,1
WOOBY,1
WOODROW,1
WOODY BOUDRO,1
WOOF,1
WOOKIE,1
WOOTER,1
WOOTIE,1
WOPPER,1
WRANGLE,1
WRANGLER,1
WRIGGLEY,1
WULA,1
WYLIE,1
WYNN,1
WYNNIE,1
X,1
XAADAS,1
XAN,1
XENA WOOD,1
XENIA,1
XERXES,1
XOCHITL,1
YAHTZEE,1
YANKLE,1
YETI,1
YIPPEE,1
YKSI,1
YOGI,1
YOGI BEAR,1
YOLI,1
YONA,1
YOTA,1
YOZHKA,1
YSABEAU,1
YUGI,1
YUM YUM,1
YURI,1
YUUKO,1
ZACHARY,1
ZADER,1
ZADIE,1
ZAHA,1
ZAMA,1
ZAMBI,1
ZAMBO,1
ZANE,1
ZARA,1
ZASHI,1
ZAYCA,1
ZAZEE,1
ZEAL,1
ZEB,1
ZEBO,1
ZEEKE,1
ZEENA,1
ZEEV,1
ZEEVA,1
ZEEVAH,1
ZEEZEE,1
ZEISHA,1
ZEN,1
ZENA,1
ZENDOR,1
ZEPPA,1
ZIESA,1
ZIGGS,1
ZIGMOND,1
ZILI,1
ZIMA,1
ZINA,1
ZIPPY KITTY,1
ZIVA RANAE,1
ZIZU,1
ZOEY DAISY,1
ZOEY MARIE,1
ZONA,1
ZOOEY,1
ZOOIE,1
ZORA,1
ZORBA,1
ZORRA,1
ZOTTER,1
ZSA ZSA,1
ZUILA,1
ZUMA,1
ZUNA,1
ZUNI,1
ZURI,1
ZUZU,1
ZYRT,1
